file_name,expected_file_path,vulnerable_file_name,file_type,file_hash,link,hijacklib_link
hpcustpartui.dll,C:\Program Files\HP*,HPCustParticUI.exe,Sideloading,8857232077b4b0f0e4a2c3bb5717fd65079209784f41694f8e1b469e34754cf6,https://www.trellix.com/en-us/about/newsroom/stories/research/operation-harvest-a-deep-dive-into-a-long-term-campaign.html;https://decoded.avast.io/threatintel/apt-treasure-trove-avast-suspects-chinese-apt-group-mustang-panda-is-collecting-data-from-burmese-government-agencies-and-opposition-groups/,HijackLibs/yml/3rd_party/hp/hpcustpartui.yml
hpqhvsei.dll,C:\Program Files\HP*,hpqhvind.exe,Sideloading,404c4ab8ea4d0c05ac78038a7addb045861706832ea3a51dec8c39cfc15017d3,https://www.secureworks.com/research/shadowpad-malware-analysis;https://www.welivesecurity.com/2020/01/31/winnti-group-targeting-universities-hong-kong/;https://www.hexacorn.com/blog/2023/02/25/beyond-good-ol-run-key-part-141/,HijackLibs/yml/3rd_party/hp/hpqhvsei.yml
commfunc.dll,C:\Program Files\Lenovo\Communications Utility*,cammute.exe,Sideloading,457b71d3effea8ec517277d17cf35a0b775103e549c0a779c81ba4eb125503ba,https://blog.trendmicro.com/trendlabs-security-intelligence/new-wave-of-plugx-targets-legitimate-apps/,HijackLibs/yml/3rd_party/lenovo/commfunc.yml
lmiguardiandll.dll,C:\Program Files\LogMeIn*;C:\Program Files\LogMeIn\x86*;C:\Program Files\LogMeIn\x64*,LMIGuardianSvc.exe,Sideloading,26C855264896DB95ED46E502F2D318E5F2AD25B59BDC47BD7FFE92646102AE0D,https://twitter.com/StopMalvertisin/status/1610961056163311619;https://blog.osarmor.com/311/lmiguardiansvc-exe-logmein-abused-to-sideload-malicious-dll/,HijackLibs/yml/3rd_party/logmein/lmiguardiandll.yml
facesdk.dll,C:\Program Files\luxand\facesdk\bin\win64*,C:\Program Files\luxand\facesdk\bin\win64\FacialFeatureDemo.exe,Sideloading,0d243cbcd1c3654ca318d2d6d08f4e9d293fc85a68d751a52c23b04314c67b99,https://decoded.avast.io/threatintel/apt-treasure-trove-avast-suspects-chinese-apt-group-mustang-panda-is-collecting-data-from-burmese-government-agencies-and-opposition-groups/,HijackLibs/yml/3rd_party/luxand/facesdk.yml
ashldres.dll,C:\Program Files\McAfee.com\VSO*,mcvsshld.exe,Sideloading,4512d852cad65ab6bee423619ed32188e444ee5518f51adc5502961724af62e7,https://www.sophos.com/en-us/medialibrary/PDFs/technical%20papers/sophos-rotten-tomato-campaign.pdf,HijackLibs/yml/3rd_party/mcafee/ashldres.yml
lockdown.dll,C:\Program Files\McAfee\VirusScan Enterprise*,mfeann.exe,Sideloading,07bbd8a80b5377723b13dbb40a01ca44cbc203369f5e5652a25b448e27ca108c,https://twitter.com/thepacketrat/status/1520878930449817600;https://news.sophos.com/en-us/2021/10/04/atom-silo-ransomware-actors-use-confluence-exploit-dll-side-load-for-stealthy-attack/,HijackLibs/yml/3rd_party/mcafee/lockdown.yml
siteadv.dll,C:\Program Files\SiteAdvisor\*,sideadv.exe,Sideloading,d3a50abae9ab782b293d7e06c7cd518bbcec16df867f2bdcc106dec1e75dc80b,https://www.nortonlifelock.com/sites/default/files/2021-10/OPERATION%20EXORCIST%20White%20Paper.pdf;https://www.ptsecurity.com/ww-en/analytics/pt-esc-threat-intelligence/space-pirates-tools-and-connections/,HijackLibs/yml/3rd_party/mcafee/siteadv.yml
vsodscpl.dll,C:\Program Files\McAfee\VirusScan Enterprise*,scncfg32.exe,Sideloading,8374046690b8bb2468cfa636ebbe731ea79103825d2450057338214d3112909f,https://eiploader.wordpress.com/2011/03/28/digitally-signed-malware-without-stealing-certificates/,HijackLibs/yml/3rd_party/mcafee/vsodscpl.yml
mozglue.dll,C:\Program Files\SeaMonkey*;C:\Program Files\Mozilla Firefox*;C:\Program Files\Mozilla Thunderbird*,C:\Program Files\SeaMonkey\seamonkey.exe,Sideloading,,https://twitter.com/SBousseaden/status/1530595156055011330,HijackLibs/yml/3rd_party/mozilla/mozglue.yml
providers.dll,,C:\Program Files\nodejs\node.exe,Phantom,,https://blog.aquasec.com/cve-2022-32223-dll-hijacking,HijackLibs/yml/3rd_party/npm/providers.yml
nvsmartmax.dll,C:\Program Files\NVIDIA Corporation\Display*,C:\Program Files\NVIDIA Corporation\Display\nvSmartEx.exe,Sideloading,523d28df917f9d265cd2c0d38df26277bc56a535145100ed82e6f5fdeaae7256,https://www.cybereason.com/blog/research/deadringer-exposing-chinese-threat-actors-targeting-major-telcos;https://www.mandiant.com/sites/default/files/2022-02/rt-apt41-dual-operation.pdf,HijackLibs/yml/3rd_party/nvidia/nvsmartmax.yml
opera_elf.dll,C:\Users\*\AppData\Local\programs\opera\*,C:\Users\*\AppData\Local\programs\opera\*\opera.exe,Sideloading,97b2a5f2a7e7b8048162ef93c932e0ffafdd875d54c026524fc3e340d70e4991,https://twitter.com/ShitSecure/status/1566127363389329412,HijackLibs/yml/3rd_party/opera/opera_elf.yml
winutils.dll,C:\Program Files\Palo Alto Networks\Traps*,C:\Program Files\Palo Alto Networks\Traps\cydump.exe,Sideloading,4874d336c5c7c2f558cfd5954655cacfc85bcfcb512a45fb0ff461ce9c38b86d,https://research.checkpoint.com/2023/rorschach-a-new-sophisticated-and-fast-ransomware/;https://security.paloaltonetworks.com/PAN-SA-2023-0002,HijackLibs/yml/3rd_party/paloalto/winutils.yml
python39.dll,C:\Program Files\Python39*;C:\Users\*\AppData\Local\Temp\*;C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\CommonExtensions\Microsoft\VC\SecurityIssueAnalysis\python*;C:\Users\*\anaconda3*,python39.exe,Sideloading,,https://twitter.com/SBousseaden/status/1530595156055011330,HijackLibs/yml/3rd_party/python/python39.yml
rzlog4cpp_logger.dll,C:\Users\*\AppData\Local\razer\InGameEngine\cache\RzFpsApplet*,C:\Users\*\AppData\Local\razer\InGameEngine\cache\RzFpsApplet\RzCefRenderProcess.exe,Sideloading,fb5edfcba99e2df2b7f6f40e8615f5cb247803180464e584161c7c91405aae4a,https://www.mandiant.com/resources/blog/china-nexus-espionage-southeast-asia;https://news.sophos.com/en-us/2022/11/03/family-tree-dll-sideloading-cases-may-be-related/,HijackLibs/yml/3rd_party/razer/rzlog4cpp_logger.yml
smadhook32c.dll,C:\Program Files\Smadav*,C:\Program Files\Smadav\SmadHook.exe,Sideloading,4f54a6555a7a3bec84e8193d2ff9ae75eb7f06110505e78337fa2f515790a562,https://decoded.avast.io/threatintel/apt-treasure-trove-avast-suspects-chinese-apt-group-mustang-panda-is-collecting-data-from-burmese-government-agencies-and-opposition-groups/,HijackLibs/yml/3rd_party/smadav/smadhook32c.yml
safestore32.dll,C:\Program Files\Sophos\Sophos Anti-Virus*,C:\Program Files\Sophos\Sophos Anti-Virus\ssr32.exe,Sideloading,,https://symantec.broadcom.com/hubfs/Attacks-Against-Government-Sector.pdf,HijackLibs/yml/3rd_party/sophos/safestore32.yml
ldvpocx.ocx,C:\Program Files\Symantec_Client_Security\Symantec AntiVirus*;C:\Program Files\Symantec AntiVirus*,C:\Program Files\Symantec_Client_Security\Symantec AntiVirus\ldvpreg.exe,Sideloading,61d1943f0b702f4c16bb37228ade1d8f0ef4675b480921950d026c82e4a65fde,https://www.secureworks.com/research/a-peek-into-bronze-unions-toolbox;https://github.com/RedDrip7/APT_Digital_Weapon/blob/master/APT27/APT27_hash.md;https://decoded.avast.io/threatintel/apt-treasure-trove-avast-suspects-chinese-apt-group-mustang-panda-is-collecting-data-from-burmese-government-agencies-and-opposition-groups/,HijackLibs/yml/3rd_party/symantec/ldvpocx.yml
rastls.dll,C:\Program Files\Symantec\Network Connected Devices Auto Setup*,C:\Program Files\Symantec\Network Connected Devices Auto Setup\rastlsc.exe,Sideloading,f9ebf6aeb3f0fb0c29bd8f3d652476cd1fe8bd9a0c11cb15c43de33bbce0bf68,https://st.drweb.com/static/new-www/news/2020/october/Study_of_the_ShadowPad_APT_backdoor_and_its_relation_to_PlugX_en.pdf;https://vms.drweb.com/virus/?i=21995051;https://www.hexacorn.com/blog/2023/02/25/beyond-good-ol-run-key-part-141/,HijackLibs/yml/3rd_party/symantec/rastls.yml
shellsel.ocx,,symantec.exe,Sideloading,61d1943f0b702f4c16bb37228ade1d8f0ef4675b480921950d026c82e4a65fde,https://decoded.avast.io/threatintel/apt-treasure-trove-avast-suspects-chinese-apt-group-mustang-panda-is-collecting-data-from-burmese-government-agencies-and-opposition-groups/;https://www.welivesecurity.com/2022/03/23/mustang-panda-hodur-old-tricks-new-korplug-variant/,HijackLibs/yml/3rd_party/symantec/shellsel.yml
tosbtkbd.dll,C:\Program Files\Toshiba\Bluetooth Toshiba Stack*,C:\Program Files\Toshiba\Bluetooth Toshiba Stack\TosBtKbd.exe,Sideloading,,https://www.secureworks.com/research/shadowpad-malware-analysis;https://vms.drweb.com/virus/?i=21995048;https://www.hexacorn.com/blog/2023/02/25/beyond-good-ol-run-key-part-141/,HijackLibs/yml/3rd_party/toshiba/tosbtkbd.yml
tmdbglog.dll,C:\Program Files\Trend Micro\Titanium*,PtWatchDog.exe,Sideloading,75f2e752983a9f46082e7b35820f23db577a5aff9ad946b05b0d3871a9df686b,https://www.ptsecurity.com/ww-en/analytics/pt-esc-threat-intelligence/space-pirates-tools-and-connections/,HijackLibs/yml/3rd_party/trendmicro/tmdbglog.yml
tmtap.dll,,C:\Program Files\trend micro\passwordmanager\pwmsvc.exe,Phantom,,https://medium.com/@infiniti_css/trend-micro-password-manager-dll-hijack-fa839acaad59,HijackLibs/yml/3rd_party/trendmicro/tmtap.yml
utiluniclient.dll,,C:\Program Files\trend micro\amsp\coreserviceshell.exe,Phantom,,https://safebreach.com/blog/2019/trend-micro-security-16-dll-search-order-hijacking-and-potential-abuses/,HijackLibs/yml/3rd_party/trendmicro/utiluniclient.yml
unityplayer.dll,C:\Users\*\AppData\Local\Temp\*\Windows*,KingdomTwoCrowns.exe,Sideloading,03b1df2b08999262c772b67a7bd65e9e8f6058036b5e7a382f06d3aa672854d0,https://news.sophos.com/en-us/2023/05/03/doubled-dll-sideloading-dragon-breath/,HijackLibs/yml/3rd_party/unity/unityplayer.yml
vntfxf32.dll,C:\Program Files\Venta\VentaFax & Voice*,C:\Program Files\Venta\VentaFax & Voice\spoololk.exe,Sideloading,390d75e6c7fc1cf258145dc712c1fac1eb183efccee1b03c058cec1d790e46b1,https://decoded.avast.io/threatintel/apt-treasure-trove-avast-suspects-chinese-apt-group-mustang-panda-is-collecting-data-from-burmese-government-agencies-and-opposition-groups/,HijackLibs/yml/3rd_party/ventafax/vntfxf32.yml
vivaldi_elf.dll,C:\Users\*\AppData\Local\Vivaldi\Application*;C:\Users\*\AppData\Local\Vivaldi\Application\*,C:\Users\*\AppData\Local\Vivaldi\Application\vivaldi.exe,Sideloading,58e7af5eb1acb5c9bee821d59054c69263aed3dce1b95616255dea7114ad8494,https://securityintelligence.com/posts/vizom-malware-targets-brazilian-bank-customers-remote-overlay/;https://decoded.avast.io/threatintel/apt-treasure-trove-avast-suspects-chinese-apt-group-mustang-panda-is-collecting-data-from-burmese-government-agencies-and-opposition-groups/,HijackLibs/yml/3rd_party/vivaldi/vivaldi_elf.yml
libvlc.dll,C:\Program Files\VideoLAN\VLC*,C:\Program Files\VideoLAN\VLC\vlc.exe,Sideloading,6f924de3f160984740fbac66cf9546125330fc00f4f5d2dbf05601d9d930b7d9,https://news.sophos.com/en-us/2022/11/03/family-tree-dll-sideloading-cases-may-be-related/;https://www.microsoft.com/en-us/security/blog/2018/11/08/attack-uses-malicious-inpage-document-and-outdated-vlc-media-player-to-give-attackers-backdoor-access-to-targets/,HijackLibs/yml/3rd_party/vlc/libvlc.yml
glib-2.0.dll,C:\Program Files\VMware\VMware Tools*;C:\Program Files\VMware\VMware Workstation*;C:\Program Files\VMware\VMware Player*,C:\Program Files\VMware\VMware Tools\VMwareXferlogs.exe,Sideloading,935e10f5169397a67f4c36bffbc3ba46c3957b7521edd3fa83bd975157b79bd8,https://www.sentinelone.com/labs/lockbit-ransomware-side-loads-cobalt-strike-beacon-with-legitimate-vmware-utility/,HijackLibs/yml/3rd_party/vmware/glib-2.0.yml
shfolder.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\VMNat.exe,Sideloading,,https://twitter.com/dissectmalware/status/978017957480628226,HijackLibs/yml/3rd_party/vmware/shfolder.yml
x32bridge.dll,,x32dbg.exe,Sideloading,ec5cf913773459da0fd30bb282fb0144b85717aa6ce660e81a0bad24a2f23e15,https://www.trendmicro.com/en_th/research/23/b/investigating-the-plugx-trojan-disguised-as-a-legitimate-windows.html;https://news.sophos.com/en-us/2020/11/04/a-new-apt-uses-dll-side-loads-to-killlsomeone/?cmp=30728;https://unit42.paloaltonetworks.com/plugx-variants-in-usbs/,HijackLibs/yml/3rd_party/x64dbg/x32bridge.yml
aclui.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\shrpubw.exe,Sideloading,,https://www.hexacorn.com/blog/2016/03/10/beyond-good-ol-run-key-part-36/;https://www.contextis.com/en/blog/dll-search-order-hijacking;https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/aclui.yml
activeds.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\applysettingstemplatecatalog.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows;https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/activeds.yml
adsldpc.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\agentservice.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/adsldpc.yml
aepic.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\psr.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/aepic.yml
apphelp.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\compmgmtlauncher.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows;https://go.crowdstrike.com/rs/281-OBQ-266/images/Report2020CrowdStrikeGlobalThreatReport.pdf;https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/apphelp.yml
applicationframe.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\applicationframehost.exe,Environment Variable,,https://wietze.github.io/blog/save-the-environment-variables,HijackLibs/yml/microsoft/built-in/applicationframe.yml
appvpolicy.dll,C:\Windows\System32*,C:\Windows\System32\appvclient.exe,Sideloading,,https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/appvpolicy.yml
appxalluserstore.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\lpremove.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/appxalluserstore.yml
appxdeploymentclient.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\lpremove.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/appxdeploymentclient.yml
archiveint.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\tar.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/archiveint.yml
atl.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\dsquery.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows;https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/atl.yml
audioses.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\osk.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/audioses.yml
auditpolcore.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\auditpol.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/auditpolcore.yml
authfwcfg.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\netsh.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/authfwcfg.yml
authz.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\easinvoker.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/authz.yml
avrt.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\osk.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/avrt.yml
batmeter.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\mblctr.exe,Sideloading,,https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/batmeter.yml
bcd.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\bootim.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows;https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/bcd.yml
bcp47langs.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\lpremove.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/bcp47langs.yml
bcp47mrm.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\mcbuilder.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/bcp47mrm.yml
bcrypt.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\shellappruntime.exe,Environment Variable,,https://wietze.github.io/blog/save-the-environment-variables,HijackLibs/yml/microsoft/built-in/bcrypt.yml
bderepair.dll,C:\Windows\System32*,C:\Windows\System32\repair-bde.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/bderepair.yml
bootmenuux.dll,C:\Windows\System32*,C:\Windows\System32\bootim.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/bootmenuux.yml
bootux.dll,C:\Windows\System32*,C:\Windows\System32\bootim.exe,Sideloading,,https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/bootux.yml
cabinet.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\bootim.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows;https://wietze.github.io/blog/save-the-environment-variables;https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/cabinet.yml
cabview.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\notepad.exe,Environment Variable,,https://wietze.github.io/blog/save-the-environment-variables,HijackLibs/yml/microsoft/built-in/cabview.yml
cdpsgshims.dll,,C:\Windows\System32\svchost.exe,Phantom,,https://itm4n.github.io/cdpsvc-dll-hijacking/,HijackLibs/yml/microsoft/built-in/cdpsgshims.yml
certcli.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\certreq.exe,Sideloading,,https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/certcli.yml
certenroll.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\certenrollctrl.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows;https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/certenroll.yml
cfgmgr32.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\write.exe,Sideloading,,,HijackLibs/yml/microsoft/built-in/cfgmgr32.yml
cldapi.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\compmgmtlauncher.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/cldapi.yml
clipc.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\licensingdiag.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/clipc.yml
clusapi.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\dfsrdiag.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows;https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/clusapi.yml
cmpbk32.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\cmdl32.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/cmpbk32.yml
cmutil.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\cmstp.exe,Sideloading,,https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/cmutil.yml
coloradapterclient.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\colorcpl.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/coloradapterclient.yml
colorui.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\colorcpl.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/colorui.yml
comdlg32.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\certreq.exe,Environment Variable,,https://wietze.github.io/blog/save-the-environment-variables,HijackLibs/yml/microsoft/built-in/comdlg32.yml
configmanager2.dll,C:\Windows\System32*,C:\Windows\System32\hvsievaluator.exe,Sideloading,,https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/configmanager2.yml
connect.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\rasphone.exe,Environment Variable,,https://wietze.github.io/blog/save-the-environment-variables,HijackLibs/yml/microsoft/built-in/connect.yml
coredplus.dll,C:\Windows\System32*,C:\Windows\System32\omadmclient.exe,Sideloading,,https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/coredplus.yml
coremessaging.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\dwm.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows;https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/coremessaging.yml
