domain,metadata_comment,uri_path,ip
api.shenzhenschool.fun,Possible Cobalt Strike C2 Domain,/dot.gif,115.190.233.79
api.telegram.com,Possible Cobalt Strike C2 Fronting Domain,/api/v1/get,154.12.86.154
api.zhimawithyou.top,Possible Cobalt Strike C2 Fronting Domain,/api/v1/node/check,165.154.225.239
api1.haedalcompany.com,Possible Cobalt Strike C2 Domain,/updates.rss,43.255.157.229
apis.telegram.com,Possible Cobalt Strike C2 Fronting Domain,/api/v1/get,154.12.86.154
ardaplumeit.top,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml,111.230.36.144
ardaplumeit.top,Possible Cobalt Strike C2 Domain,/g.pixel,111.230.36.144
asusupdateserver.asuscomm.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,38.54.112.234
at1.227api.com,Possible Cobalt Strike C2 Domain,/cx,154.83.12.132
at1.227api.com,Possible Cobalt Strike C2 Domain,/pixel,154.83.12.115
at2.227api.com,Possible Cobalt Strike C2 Domain,/dot.gif,154.83.12.115
at2.227api.com,Possible Cobalt Strike C2 Domain,/dpixel,154.83.12.132
at3.227api.com,Possible Cobalt Strike C2 Domain,/cm,154.83.12.132
at3.227api.com,Possible Cobalt Strike C2 Domain,/ga.js,154.83.12.115
audioweb.cnr.cn,Possible Cobalt Strike C2 Fronted Domain,/dist/css/bootstrap.min.css,82.157.52.180
auth.inmediavault.com,Possible Cobalt Strike C2 Domain,/assets/js/jquery-3.7.1.min.js,191.101.2.93
avsdfe.win.com.cn,Possible Cobalt Strike C2 Fronting Domain,/dist/css/bootstrap.min.css,82.157.52.180
batchgit.cc,Possible Cobalt Strike C2 Domain,/api/v1/get,70.39.202.17
batchgit.cc,Possible Cobalt Strike C2 Domain,/visit.js,70.39.206.183
bbb.flash-china.com,Possible Cobalt Strike C2 Domain,/api/v1/get,109.236.50.48
bgfi-groupe.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js,178.162.242.238
bgfi-groupe.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js,64.89.161.183
bgfi-groupe.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js,64.89.163.60
boldtop.click,Possible Cobalt Strike C2 Domain,/ga.js,74.48.84.24
bxmv1taxbxr8p.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x,101.34.66.77
bxx2rghe05kng.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x,117.72.39.83
c1.msft-config-service.com,Possible Cobalt Strike C2 Domain,/v1/api/check-update,107.175.94.110
c2.120vip.top,Possible Cobalt Strike C2 Fronting Domain,/updates.rss,43.154.140.214
c2.woshishabi.cc,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml,104.143.39.243
cc.twnic.top,Possible Cobalt Strike C2 Domain,/__utm.gif,45.43.59.179
cdn.sys-update.online,Possible Cobalt Strike C2 Domain,/fwlink,51.222.87.16
cdn1.wakecoin.xyz,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,149.88.86.94
cdn2.raqeeb.dev,Possible Cobalt Strike C2 Domain,/dot.gif,18.170.69.70
cdn2.raqeeb.dev,Possible Cobalt Strike C2 Domain,/fwlink,18.170.69.70
cdn2.raqeeb.dev,Possible Cobalt Strike C2 Domain,/ptj,35.179.185.166
ceshioa.us.kg,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml,101.200.86.176
check.judicical.ml,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,67.219.102.244
check1.judicical.ml,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,67.219.102.244
cloud-sync-bcjxmnarpb.cn-shanghai.fcapp.run,Possible Cobalt Strike C2 Domain,/api/getit,42.121.223.74
cloudcdn.gleeze.com,Possible Cobalt Strike C2 Fronted Domain,/extension/g43.css,47.236.91.172
connect.huaweicloud.com,Possible Cobalt Strike C2 Fronted Domain,/demo/Credentials/V1XVWVA7U,120.46.3.183
cruel.boats,Possible Cobalt Strike C2 Domain,/j.ad,68.64.178.130
crule.boats,Possible Cobalt Strike C2 Domain,/api/v1/get,68.64.178.130
cryptoprot.info,Possible Cobalt Strike C2 Fronted Domain,/dhl,138.124.15.54
cs.110-110.com,Possible Cobalt Strike C2 Domain,/ca,154.64.252.160
cs.demo888999.com,Possible Cobalt Strike C2 Domain,/dot.gif,154.23.182.238
cs.tpedu2metricstw.dpdns.org,Possible Cobalt Strike C2 Domain,/api/v1/get,45.87.53.6
csstatus.0nlinecc.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,146.190.171.156
cstest.mucfc.store,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,159.75.211.248
ct.feliz.icu,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,1.117.61.9
d14hh3kwt0vf8s.cloudfront.net,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.3.1.min.js,178.162.242.238
d14hh3kwt0vf8s.cloudfront.net,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.3.1.min.js,64.89.161.183
d14hh3kwt0vf8s.cloudfront.net,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.3.1.min.js,64.89.163.60
d2.googleos-js.vip,Possible Cobalt Strike C2 Domain,/dpixel,156.245.147.98
d3vnuv7smlsg9a.cloudfront.net,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,195.24.236.149
d3vnuv7smlsg9a.cloudfront.net,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.3.1.min.js,195.24.236.149
dakk5rnsax46s.cfc-execute.su.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x,8.138.167.123
dd.googleos-js.vip,Possible Cobalt Strike C2 Domain,/pixel,156.245.147.98
dev.googleshop.xyz,Possible Cobalt Strike C2 Domain,/av.css,103.79.187.254
developer.huaweicloud.com,Possible Cobalt Strike C2 Fronted Domain,/demo/Credentials/V1XVWVA7U,120.46.3.183
dianqi1.dianqi2.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.135.118.251
dianqi1.dianqi2.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.154.12.150
dianqi1.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.135.118.251
dianqi1.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.154.12.150
dianqi2.dianqi1.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.135.118.251
dianqi2.dianqi1.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.154.12.150
dianqi2.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.135.118.251
dianqi2.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.154.12.150
dns1.globalcdn.autos,Possible Cobalt Strike C2 Domain,/api/x,116.205.143.204
domaingroup.eu.cc,Possible Cobalt Strike C2 Domain,/load,202.162.99.237
down.microsoft.com,Possible Cobalt Strike C2 Fronting Domain,/j.ad,112.125.19.107
down.microsoft.com.w.kunlunca.com,Possible Cobalt Strike C2 Fronted Domain,/j.ad,112.125.19.107
ds.metric-take-datadqct.com,Possible Cobalt Strike C2 Domain,/v2/telemetry/metrics-ingestion/data,176.97.124.68
ds.metric-take-datadqct.com,Possible Cobalt Strike C2 Domain,/v2/telemetry/metrics-ingestion/data,198.46.199.110
dutxz8790a6ya.cloudfront.net,Possible Cobalt Strike C2 Fronted Domain,/admin/logout.aspx,47.236.91.172
dzeninfra.site,Possible Cobalt Strike C2 Fronted Domain,/mg.css,84.21.172.89
dzeninfra.xyz,Possible Cobalt Strike C2 Fronted Domain,/mg.css,84.21.172.89
easyrce.eu.org,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,160.19.79.249
ekostroy33.ru,Possible Cobalt Strike C2 Domain,/emkd-gettask.html,195.123.220.237
enter.xone.la,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,193.42.25.65
etcprofile.biying007.xyz,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,173.44.62.141
evil.ritademo.io.vn,Possible Cobalt Strike C2 Domain,/cm,222.255.214.236
f2vwg20bnfcrr.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x,142.171.116.94
flaskproxy-fedg.onrender.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,154.219.109.205
fq3gm5xphax8c.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/v2/analytics/metrics,120.53.15.64
frk9qw3pqt0dx.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/match,101.35.131.119
future.dingtalk.com,Possible Cobalt Strike C2 Fronted Domain,/api/v2/telemetry/config.js,47.92.208.27
fx.doubao.com,Possible Cobalt Strike C2 Domain,/dot.gif,118.89.73.78
gatewayeveinstall.google.com,Possible Cobalt Strike C2 Domain,/api/v1/get,8.211.130.16
get-musciqq-xqifzpfeed.cn-beijing.fcapp.run,Possible Cobalt Strike C2 Domain,/cm,39.97.6.128
ggjvk3v5bzopisqkf7kd5el2j40gdgcu.lambda-url.ap-southeast-1.on.aws,Possible Cobalt Strike C2 Domain,/api/updates,43.154.140.214
gmail.myddns.me,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/,172.233.26.43
google.baobecgiang.net,Possible Cobalt Strike C2 Domain,/socialapiVersion=1.1,38.54.15.243
google.dns-1.help,Possible Cobalt Strike C2 Domain,/dot.gif,8.219.158.30
google.dns-1.help,Possible Cobalt Strike C2 Domain,/match,8.219.158.30
google.dns-1.help,Possible Cobalt Strike C2 Domain,/push,47.236.102.8
h67as5d5x.m6p3wca1.cc,Possible Cobalt Strike C2 Domain,/www/handle/doc,203.160.54.22
help.clickckckck.click,Possible Cobalt Strike C2 Domain,/api/v1/server/user/detail,47.242.129.79
help3.proxywebsite.top,Possible Cobalt Strike C2 Domain,/api/v1/server/user/detail,47.242.129.79
helpremote.cc,Possible Cobalt Strike C2 Domain,/load,202.162.99.237
hide-cruise-raises-phases.trycloudflare.com,Possible Cobalt Strike C2 Domain,/pixel,123.56.16.123
hostikslu.is,Possible Cobalt Strike C2 Domain,/j.ad,94.154.172.27
img1.huorongsec.com,Possible Cobalt Strike C2 Domain,/img/get.jpg,120.26.48.207
img2.huorongsec.com,Possible Cobalt Strike C2 Domain,/img/get.jpg,120.26.48.207
jkzprb4y.yuncdn.site,Possible Cobalt Strike C2 Fronted Domain,/api/v1/get,154.12.86.154
jnceabyk.yuncdn.site,Possible Cobalt Strike C2 Fronted Domain,/api/v1/get,154.12.86.154
job.itechno.cc,Possible Cobalt Strike C2 Domain,/api/v1/get,107.172.217.220
js.jquery.cn.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,124.156.113.135
kl.kimlinlin.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,38.147.170.252
kycdn.azure-css.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,45.121.51.26
l.x-ai.win,Possible Cobalt Strike C2 Domain,/maps/overlaybfpr,101.35.2.21
lab.google-analytcis.com,Possible Cobalt Strike C2 Domain,/assets/i18n/js/jquery-3.3.1.min.js,43.199.78.142
linuxkerneldbs.com,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml,206.188.197.241
log.logogogogo.click,Possible Cobalt Strike C2 Domain,/api/v1/server/user/detail,47.242.129.79
mail.outlook365.vip,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,27.124.19.123
metric-take-datadqct.com,Possible Cobalt Strike C2 Domain,/v2/telemetry/metrics-ingestion/data,176.97.124.68
microsoft-schtask.com,Possible Cobalt Strike C2 Domain,/src/download/msupdate/others/2024/06/504751_,64.89.163.189
microsoftcdn.accesscam.org,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,46.137.196.122
missmovie.lol,Possible Cobalt Strike C2 Domain,/api/3,8.159.146.72
mlcos.cdnupdate.net,Possible Cobalt Strike C2 Domain,/wc/58462514417,38.181.42.160
mlcs.mlface.net,Possible Cobalt Strike C2 Domain,/s/58462514417,177.3.40.2
msg.msdegeup.com,Possible Cobalt Strike C2 Domain,/wp06/wp-includes/po.php,118.26.39.237
n1.google-analytcis.com,Possible Cobalt Strike C2 Domain,/assets/i18n/js/jquery-3.3.1.min.js,43.199.78.142
n2.google-analytcis.com,Possible Cobalt Strike C2 Domain,/assets/i18n/js/jquery-3.3.1.min.js,43.199.78.142
n3.google-analytcis.com,Possible Cobalt Strike C2 Domain,/assets/i18n/js/jquery-3.3.1.min.js,43.199.78.142
new.sys-update.online,Possible Cobalt Strike C2 Domain,/g.pixel,51.79.251.70
nexcumhotel.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js,195.24.236.149
nexus.cssc.design,Possible Cobalt Strike C2 Domain,/g.pixel,193.149.129.121
nfs.azure-css.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,45.121.51.26
ns.1.3.0o0.foo,Possible Cobalt Strike C2 Domain,/cm,47.129.171.26
ns.1.4.0o0.foo,Possible Cobalt Strike C2 Domain,/fwlink,47.129.171.26
ns.jumpservers.net,Possible Cobalt Strike C2 Domain,/dot.gif,16.162.137.167
ns.yukklzwo.vip,Possible Cobalt Strike C2 Domain,/push,141.98.10.146
ns1.admlistdel.com,Possible Cobalt Strike C2 Domain,/image/,107.173.122.193
ns1.akawowfast.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,139.180.189.95
ns1.bbcbook.net,Possible Cobalt Strike C2 Domain,/api/v1/Updates,185.196.8.2
ns1.cacheflow.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,202.95.18.30
ns1.ceshi897.cn,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,154.219.109.205
ns1.cmbchina.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,8.219.78.159
ns1.cryptwechat.com,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,107.174.115.43
ns1.deepsekapi.cn,Possible Cobalt Strike C2 Domain,/omp/api/get_page_config,106.52.99.247
ns1.duoo.cc,Possible Cobalt Strike C2 Domain,/fwlink,121.37.0.49
ns1.fuckworldxxx.shop,Possible Cobalt Strike C2 Domain,/Test/protect/JZJ8DALCUB,43.139.50.42
ns1.googleclouds.net,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,148.135.120.162
ns1.gygiuh.online,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,47.129.2.130
ns1.jane2010.filegear-sg.me,Possible Cobalt Strike C2 Domain,/updates.rss,43.230.200.254
ns1.jquery.cn.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,124.156.113.135
ns1.jszwfw.com.cn,Possible Cobalt Strike C2 Domain,/fwlink,121.40.69.150
ns1.mhtmzl.top,Possible Cobalt Strike C2 Domain,/__utm.gif,146.235.201.30
ns1.microoosoft.com,Possible Cobalt Strike C2 Domain,/Manag_backend/jquery-3.3.1.min.js,47.236.159.248
ns1.msgkg.xyz,Possible Cobalt Strike C2 Domain,/cx,204.194.54.198
ns1.newchatsits.ir,Possible Cobalt Strike C2 Domain,/match,87.107.191.39
ns1.nmd5.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,47.107.136.106
ns1.ns-apache.jo3.org,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,167.179.76.179
ns1.nsebseshop.cloud,Possible Cobalt Strike C2 Domain,/v/741823546921,47.236.130.154
ns1.servicedata.services,Possible Cobalt Strike C2 Domain,/cx,169.239.129.45
ns1.translategoos.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,207.148.68.118
ns1.twnic.top,Possible Cobalt Strike C2 Domain,/push,45.43.59.179
ns1.yukklzwo.vip,Possible Cobalt Strike C2 Domain,/load,141.98.10.146
ns1.yukklzwo.vip,Possible Cobalt Strike C2 Domain,/push,141.98.11.205
ns2.admlistdel.com,Possible Cobalt Strike C2 Domain,/image/,107.173.122.193
ns2.akawowfast.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,139.180.189.95
ns2.bbcbook.net,Possible Cobalt Strike C2 Domain,/api/v1/Updates,185.196.8.2
ns2.ceshi897.cn,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,154.219.109.205
ns2.cmbchina.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,8.219.78.159
ns2.cryptwechat.com,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,107.174.115.43
ns2.duoo.cc,Possible Cobalt Strike C2 Domain,/pixel.gif,121.37.0.49
ns2.fuckworldxxx.shop,Possible Cobalt Strike C2 Domain,/Test/protect/JZJ8DALCUB,43.139.50.42
ns2.googleclouds.net,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,148.135.120.162
ns2.jane2010.filegear-sg.me,Possible Cobalt Strike C2 Domain,/j.ad,43.230.200.254
ns2.jszwfw.com.cn,Possible Cobalt Strike C2 Domain,/visit.js,121.40.69.150
ns2.mhtmzl.top,Possible Cobalt Strike C2 Domain,/visit.js,146.235.201.30
ns2.microoosoft.com,Possible Cobalt Strike C2 Domain,/Manag_backend/jquery-3.3.1.min.js,47.236.159.248
ns2.msgkg.xyz,Possible Cobalt Strike C2 Domain,/updates.rss,204.194.54.198
ns2.nmd5.com,Possible Cobalt Strike C2 Domain,/sharewx/1.2.1/sharewx.js,47.107.136.106
ns2.nsebseshop.cloud,Possible Cobalt Strike C2 Domain,/v/741823546921,47.236.130.154
ns2.translategoos.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,207.148.68.118
ns2.yukklzwo.vip,Possible Cobalt Strike C2 Domain,/__utm.gif,141.98.10.146
ns2.yukklzwo.vip,Possible Cobalt Strike C2 Domain,/ptj,141.98.11.205
ns3.admlistdel.com,Possible Cobalt Strike C2 Domain,/image/,107.173.122.193
ns3.akawowfast.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,139.180.189.95
ns3.ceshi897.cn,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,154.219.109.205
ns3.duoo.cc,Possible Cobalt Strike C2 Domain,/visit.js,121.37.0.49
ns3.fuckworldxxx.shop,Possible Cobalt Strike C2 Domain,/Test/protect/JZJ8DALCUB,43.139.50.42
ns3.nsebseshop.cloud,Possible Cobalt Strike C2 Domain,/ms/625478102395,47.236.130.154
ns3.translategoos.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,207.148.68.118
ns_cs1.110-110.com,Possible Cobalt Strike C2 Domain,/j.ad,154.64.252.160
ns_cs2.110-110.com,Possible Cobalt Strike C2 Domain,/ga.js,154.64.252.160
oixrv2gn.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,139.180.129.54
oppos.top,Possible Cobalt Strike C2 Fronting Domain,/api/login/status,47.86.60.178
oppos.top.cdn.dnsv1.com,Possible Cobalt Strike C2 Fronted Domain,/api/login/status,47.86.60.178
p7xcq2yw.yuncdn.site,Possible Cobalt Strike C2 Fronted Domain,/api/v1/get,154.12.86.154
perfectgo.top,Possible Cobalt Strike C2 Domain,/api/v1/get,8.211.130.16
pull.portal.10086.cn,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js,101.133.225.51
pull.portal.10086.cn,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,101.133.225.51
releases-export-finishing-phillips.trycloudflare.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,39.105.74.52
safeaxis.xyz,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/,175.24.201.23
salt.wsds.cn,Possible Cobalt Strike C2 Fronting Domain,/v2/js/jquery-3.3.1.min.js,101.35.92.115
secure-server.sbs,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/,147.78.2.110
service-hzdzk12c-1318485841.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Fronting Domain,/Test/protect/JZJ8DALCUB,43.139.50.42
service-rchqbzvz-1301033415.sh.tencentapigw.com,Possible Cobalt Strike C2 Domain,/api/x,129.28.85.210
skullcode.myddns.me,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,91.86.43.83
skynet-i.asuscomm.com,Possible Cobalt Strike C2 Domain,/zOMGAPT,85.175.101.203
skyprotech.ru,Possible Cobalt Strike C2 Domain,/pixel.gif,77.91.97.4
spark.cssc.design,Possible Cobalt Strike C2 Domain,/pixel,193.149.129.121
ssl.googletls.top,Possible Cobalt Strike C2 Domain,/idle/1376547834/1,103.194.107.168
sso.dzeninfra.site,Possible Cobalt Strike C2 Fronting Domain,/mg.css,84.21.172.89
static-mtpjoriqkv.cn-beijing.fcapp.run,Possible Cobalt Strike C2 Domain,/api/x_53e3c13808,43.155.252.158
static.cos-tencent.cloud,Possible Cobalt Strike C2 Domain,/api/v2/objects/list,107.172.96.57
static.slbc7890.shop,Possible Cobalt Strike C2 Domain,/cx,207.56.226.75
sts.tencentopenapi.xyz,Possible Cobalt Strike C2 Domain,/image/,111.229.187.190
superart.boeing.top,Possible Cobalt Strike C2 Fronting Domain,/demo/Credentials/V1XVWVA7U,120.46.3.183
sys.systemworld.info,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,23.254.129.251
t.shakesnap.net,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,77.74.201.243
t2.shakesnap.net,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,77.74.201.243
test.dnslogger.site,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,101.37.236.20
test.officeplustool.top,Possible Cobalt Strike C2 Domain,/ca,47.86.184.71
test111-1302872009.cos.ap-shanghai.myqcloud.com,Possible Cobalt Strike C2 Fronting Domain,/omp/api/get_page_config,101.126.144.111
test111-1302872009.cos.ap-shanghai.myqcloud.com.eo.dnse2.com,Possible Cobalt Strike C2 Fronted Domain,/omp/api/get_page_config,101.126.144.111
timestamp.logogogogo.click,Possible Cobalt Strike C2 Domain,/api/v1/server/user/detail,47.242.129.79
ts.008642.xyz,Possible Cobalt Strike C2 Domain,/aev/ev.owa,95.111.225.15
update.cdn-update.workers.dev,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,54.205.26.32
update.javashell.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,103.53.81.232
update.microsoftapply.com,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml,154.38.114.115
update.mloadspring.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,70.34.196.238
updatery.ai,Possible Cobalt Strike C2 Fronted Domain,/image/,101.43.103.154
updates.fisgloval.com,Possible Cobalt Strike C2 Domain,/7/1881/26640/v001/download/24_2_08.pdf,34.202.161.96
updatesrv.net,Possible Cobalt Strike C2 Domain,/___utm.gif,169.239.128.43
upgrade.mloadspring.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,70.34.196.238
user.thinkg.cc,Possible Cobalt Strike C2 Domain,/wc/58462514417,45.204.207.207
util.advertising-platform.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,139.196.223.82
ux85qfba.yuncdn.site,Possible Cobalt Strike C2 Fronted Domain,/api/v1/get,154.12.86.154
vision.cssc.design,Possible Cobalt Strike C2 Domain,/pixel.gif,193.149.129.121
vpn1.lidd8.cn,Possible Cobalt Strike C2 Fronting Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,123.56.226.71
