file_path,file_hash
*Windows\\System32\\services.exe,751cd7ab78b18a2d8a55c47ca75b90a14234ac974d81be5f198d301b59183873
*Windows\\System32\\SystemSettingsRemoveDevice.exe,9500731B2A3442F11DFD08A8ADFE027E7F32EF5834C628EED4B78BE74168470D
*Windows\\System32\\PktMon.exe,92EBE1C83BA5EF70BCC05D21183F82668E347C83830EB5B39C5A62DCB49F2879
*Windows\\System32\\attrib.exe,1043111FF07814B0D3439561B4CEE5D7EC1799A7A0A419949FEE707666F6DDED
*Windows\\System32\\CustomShellHost.exe,94CEB3B786B5F2FE0FCD7A32231FEB8D444FFE726C076608A635D2C6947C39E6
*Windows\\System32\\msiexec.exe,AA2FA1000F9FEA03339EDF67295DD043806294EC1644E38B7DD08E7D670D5423
*Windows\\System32\\msiexec.exe,0a8797d088023a7f17bb00b22ff7c91036070cca561bff5337c472313c0cb4ad
*Windows\\System32\\dsregcmd.exe,4A19C1418249C5D928A211AEA2AAD7FF928528FB0B8EF910188FDA4A0463B00B
*Windows\\System32\\SystemPropertiesDataExecutionPrevention.exe,1F810658969560F6E7D7A14F71D1196382E53B984CA190FA9B178AC4A32ACFB3
*Windows\\System32\\xwizard.exe,4359C82A6760D717EC367BC80B1A70E149BF7E197EA45C1188A4826570B96C50
*Windows\\System32\\RAMMap.exe,9200237404FC7936ED5854D904907F0AB9A4C689F38F98B49D30599A5498C84D
*Windows\\System32\\pacjsworker.exe,8BF4C567A778DCD894220C6AD2CA08CFA3FB5C7053A4471969D35E759FC90277
*Windows\\System32\\GamePanel.exe,71F8F11F26F3A7C1498373F20F0F4CC960513D0383FE24906EEB1BC9678BEECD
*Windows\\System32\\Clockres.exe,4DB4539C62F448C5CF563CDD02CD6D349E9A5F66BA1D757A66C28C51EFFEB0A5
*Windows\\System32\\PerceptionSimulation\\PerceptionSimulationService.exe,F4A1550BFEFBDC09DA82F53CE94EF3261C75DB1CC7C1EDD1074D31F828A47316
*Windows\\System32\\livekd64.exe,F86DC0891DFEC0063E8D4927600863773086249EA95FD10249B0208C2940A261
*Windows\\System32\\UNP\\UNPUXLauncher.exe,553CAD9F92F3DFBE2D9923299CA3BCBF2CB9B9BAD8055339E25B4C5E1D29FC78
*Windows\\System32\\find.exe,3796ECBF04E6A1162078AD914AC76CC41761166574B7A2F5E07E5E0D1E80D3DD
*Windows\\System32\\psping64.exe,6330FD6B82B3A1C91D2396C1AC096CD2E3775CA50BAF8D223FA25A0258361126
*Windows\\System32\\wkspbroker.exe,35819515DDD93708149E734067AAB4118ADEBCB140F263E691FA35A31BB5896D
*Windows\\System32\\pcwrun.exe,8F278E0E5B2E49CE14DE28017BF68550439914332922DA67D0311791C657ABB6
*Windows\\System32\\UIMgrBroker.exe,B8D7A7F2E5A27AF2B36C3E7DB27AC39C378B197FEB2AFD590BC1FD2088BCC241
*Windows\\System32\\OpenSSH\\ssh-add.exe,45E5D01B732046019D56C1964CD3B9145C472E94CF71E910B7D314836CDE04DF
*Windows\\System32\\PsService64.exe,6DE3137B3088B2C2C311A540F9AAEB57E9FD38259CB18875F2380EE74EC1C7AF
*Windows\\System32\\PsInfo.exe,8F401DC021E20FF3ABC64A2D346EF6A792A5643CA04FFD1F297E417532ACAA06
*Windows\\System32\\AppV\\AppVStreamingUX.exe,C1C3DD71E7D4F33555485C5E6BB5F2E421A5A92713E84441F3C3C7603534C63A
*Windows\\System32\\wininit.exe,9C620D2664464C54C9CDF4052C8F57B98E287FB372B309B1FB049700BD311897
*Windows\\System32\\psshutdown64.exe,D4F9066A397B62AF543F9673E5E2E982F7DDFC9D51B84CD7C576B102EA6DF9D3
*Windows\\System32\\disk2vhd64.exe,029A261AE3AEAB1F8E8EADAA8D2109EE38729936AD44B03EFF8F16F075A3D97A
*Windows\\System32\\resmon.exe,4C0BDF906AF0C1FDBC9FA61BF2AF95C708498F5AFE8E05C65E865E99DEAC8716
*Windows\\System32\\newdev.exe,4500D5B98EF4F901F700A60F9643AC6E31034FF3A72918B68025C7B2EF684F90
*Windows\\System32\\LicenseManagerShellext.exe,1BB374BF8966C391C37E4E47AFD4062FA6AECAAC70B6D83866E5CD39CE8ADBB7
*Windows\\System32\\CloudExperienceHostBroker.exe,C09A976E22BE8847E57A277EA54EF596B7F6F315E4E7297CA8F831079D4D904F
*Windows\\System32\\netcfg.exe,EAD06F5F5EB67FDF1CCB25511D6D7CA38DDD307B4499274886E04BEC53F1C76D
*Windows\\System32\\dasHost.exe,BDBE0CAB8E69C015D4C75036336DA56C8A2D7D078B4626A1874DFE2CD8C0EC0A
*Windows\\System32\\strings.exe,A7553D77EDCA85BEC980E38E69BF0E9F36962F20BE0EE759E9A96030D519C5A0
*Windows\\System32\\ProximityUxHost.exe,192BFDE77BF280E48F92D1ECEACDC7EC4BF31CDA46F7D577C7D7C3EC3AC89D8F
*Windows\\System32\\CloudNotifications.exe,96E7E1A3F0F4F6FC6BDA3527AB8A739D6DFCAB8E534AA7A02B023DAEBB3C0775
*Windows\\System32\\typeperf.exe,4F8FECBA3FBDB5D23157290E1841C86D9FA9A4B62D67DB3C7C7D987DD19EBE53
*Windows\\System32\\IME\\SHARED\\IMESEARCH.EXE,FB1992576862FD89B461E62D506BDCE5326DB80DBA6DCEF76C7A05A9A98E9E49
*Windows\\System32\\credwiz.exe,DD73D0ADBEDF9C251C055081279CF152E3E84197F91024474EFD4D23FAB3C6C3
*Windows\\System32\\appidpolicyconverter.exe,C30611CF8F471EAB560B660466100FD449D7D7C6FEE318837392C5248DB0CA5F
*Windows\\System32\\LoadOrd.exe,49EA240A4965E0CB2F994530DF4F4993A1B91EEF3B172E1EB74A1AF2972C5C93
*Windows\\System32\\handle64.exe,24BAFCC570CC9BBB6B6E6652A57A519E0464E3996891AABA6F55299CCE20B04F
*Windows\\System32\\IME\\IMEJP\\IMJPSET.EXE,F270580D875C376E7CA80718623338C09635BB446890676C732C9989D326EE4C
*Windows\\System32\\sigverif.exe,064DE47877B00DC35886E829A697E4ADB3D3CFDF294DDBA13B6009A0F415B1BD
*Windows\\System32\\Testlimit.exe,81CE87149A14C466738903B6180D9B79EC8D3005C137870A05DAFA815714D394
*Windows\\System32\\lodctr.exe,A68DC00716E93540692CE686922B1CF6D3F216FC9E0396C6D6B7291778DBA6ED
*Windows\\System32\\AxInstUI.exe,23692FE79CB8E509356399155F22016E067C68B79C94CF149B4B3AADC7934469
*Windows\\System32\\WpcTok.exe,6D41B8691C2061016C72D8FF8BBD7C167DAD0C95575A245C588EAB612FF46D88
*Windows\\System32\\netbtugc.exe,8C04F0F006F4B441B288CB1735DEC8A2396294FA75B4B027FFBD6A3256DE1DE1
*Windows\\System32\\Bginfo.exe,C885DF88693496D5C28AD16A1ECDE259E191F54AD76428857742AF843B846C53
*Windows\\System32\\CompPkgSrv.exe,34D5F40785A62BB26B49976212CCE6673BF0CCA04F50038626C704236F497E13
*Windows\\System32\\AccessEnum.exe,B8A8524DE389E244B57BAA72E8878869436E8ADDFFAF11621EC7A572DBF5C602
*Windows\\System32\\DTUHandler.exe,364B839CBAFC47942A04C05FBC8C0D96C5AA381FFE1FC60F26D429F7C5FFAA94
*Windows\\System32\\UevAgentPolicyGenerator.exe,C43CD630EE07A72181E255EBFF2BD63F7479622D8F895249614DE94A8611B3F8
*Windows\\System32\\ADInsight64.exe,38FF6BCB91BD6CBCEEC26BC60007C60031D9F35181FBAE851BD239F361CF38DB
*Windows\\System32\\IME\\SHARED\\IMEPADSV.EXE,00DD85F627E953F114C0AF021B9C203D0A46184ACAED201F07313AF275A6F798
*Windows\\System32\\PerceptionSimulation\\PerceptionSimulationInput.exe,025C933DE7187D4F4B19FD6B88C721C6C34F39F9180496BD92FBDBF377FEBA65
*Windows\\System32\\desktopimgdownldr.exe,68EC8D58AA6C6C5B93768E9B95318C97A04403A05775EB0870A7E94E1C8AF8E2
*Windows\\System32\\Microsoft.Uev.SyncController.exe,D0B753FC637891AAE7FB08AD4B4EFDC693689EE8E6A9B7145E15E495493972F3
*Windows\\System32\\Procmon.exe,BB1C14DEA40CB2FA4DA80B67164FB93144F15CBDF439CFD3398C6B043059681B
*Windows\\System32\\wbadmin.exe,508E5F70C29502D7BA66A35959A327E3D658514496EE7B9155D95E7409EB4FB8
*Windows\\System32\\mountvol.exe,CAF29650446DB3842E1C1E8E5E1BAFADAF90FC82C5C37B9E2C75A089B7476131
*Windows\\System32\\wsmprovhost.exe,284F5F1C6D6201BEED48E8A578457AC2A6D5D4D2D31CEADE866F648C1E51D0E2
*Windows\\System32\\pipelist.exe,2156D7D3158EA589E8187C5CB82442EE6C37EE982BC0D728EDC8A50A2A1C4281
*Windows\\System32\\pssuspend64.exe,E93DDD9ED564B7F6532CD5B94CDCE73067D8EBAD8A5CE9373A6F839C7050780F
*Windows\\System32\\FXSCOVER.exe,30618970BFC7320B124DC3B84B6887B848F9CBB21F2B14C337C06BF9A3FD9754
*Windows\\System32\\DeviceEnroller.exe,4C3AF21580168009D05E9FE5CB69AAF6C1F746C20294E8140EF61D7537BB84EE
*Windows\\System32\\Utilman.exe,B5BC4FCE58403EA554691DB678E6C8C448310FE59990990F0E37CD4357567D37
*Windows\\System32\\subst.exe,290B2257921DD1BC91EB307483569EB438CB2236F90D07298C5D53A7F6760DFC
*Windows\\System32\\IME\\IMEJP\\imjpuexc.exe,285347777551DEE98ECC8A4AB3B95D4885AABBCF488EF2ADF5B6A327E1705211
*Windows\\System32\\pipelist64.exe,C7C3E2E7B729891141F5A7CB172390E57072783187EDC92DB95D4B7B7FE8CC4C
*Windows\\System32\\icsunattend.exe,2FF9173FE1932FBD194578E6F0E5275290D4E272148ECC0DF0153299E55A69FD
*Windows\\System32\\rdpinput.exe,39BFB2214EFEED47F4F5E50E6DFF05541E29CAEB27966520BDADD52C3D5E7143
*Windows\\System32\\ShareEnum.exe,24193DAF52407A536F63E2C74EB6FC590E8502B059CE14D7D79584CAE5A00940
*Windows\\System32\\SysResetErr.exe,1ED133155B89858EF1D0B34CB7F909DA03FC1BEDC13B90E0BB745717287BA370
*Windows\\System32\\pendmoves.exe,E6FB98119483D466C62EB3D51E557FB561595764D3BA474D13591D5C7AA940F6
*Windows\\System32\\VaultCmd.exe,EDC1B6A3E4FDE216A323329E35F4192B0F49BC68285EE67036DEFF9E94C4E33A
*Windows\\System32\\LoadOrd64.exe,6D260ED82396F6EA290E61C9F67EBAF0AF0F3A8015D35DC878CE41BDF13FF798
*Windows\\System32\\bootcfg.exe,3AE4009D8722649281C1F352CFD65186198FC6EE8FD62B436869789F8D06D348
*Windows\\System32\\tzsync.exe,3C4DE3F013D4611BBDB14EA17207E4D93EB406E14E639B1D87CE217C96747CF2
*Windows\\System32\\RemotePosWorker.exe,2868B0CC04E8DC5A415DAED0FEFEC08430261FAE6B5707A83A848EDF8BF24DA7
*Windows\\System32\\diskext64.exe,F916C910116A497D80B443A11A10C4EC12DDFE060F29912E3C913B36FE7C4F2C
*Windows\\System32\\rmttpmvscmgrsvr.exe,70E8DB1A4173DCEF4BB0C6749E0BEB9E1049FBFD5EB1715EBFEEBDCF921A41B7
*Windows\\System32\\query.exe,58D1132B636C6D33C2B8B3659F310F6DE370A00F837226129657B2B82184A307
*Windows\\System32\\ndadmin.exe,C33DB51C283F57AA5169A3EC8367D754D7AD39E2E7B4E2975FDD1D62F221C028
*Windows\\System32\\sdclt.exe,96AE1276497ED4CC4A230829FFD3E7E7AA7A6BD98E4D5060DE696F43B8699BC0
*Windows\\System32\\Desktops.exe,DCDC6EC773103D01EC77CC18E4014A907A3C118743191CAD71AAD3C659E29BA7
*Windows\\System32\\MBR2GPT.EXE,5A54BB94F6756DEAFC0BF25C9ECA4E9DEA00DDC3AF293479BC7C3380F1BE30EA
*Windows\\System32\\du64.exe,84D4B083A25D9365A969B7DE20A0BDC7F1AE04F5CE3EEFC4517CA1B13C308D1D
*Windows\\System32\\Robocopy.exe,4659277DFEC2168688B6569F35A9F76A9C4E843273FFA8D30562563B46C4FD04
*Windows\\System32\\WallpaperHost.exe,D3CF86E66420B2DA75B0BE38FA78FD8E41F01AD827F9D5EEBDA59182D394968C
*Windows\\System32\\tzutil.exe,BF331CDF306FE1D01A5B4B81B898A268D0D1C8461C4AEDA19D5C67F5FAD981B1
*Windows\\System32\\OpenSSH\\ssh-keyscan.exe,2BA00213F3E384CDC396DCCD5A58F17A9DADA923AE8DB5104ECF4AF972FE8FFE
*Windows\\System32\\ksetup.exe,F0AEEE2D6851B6D1B616E85CCB24EA4045C1D00880C39BE644B4899F9CAC398C
*Windows\\System32\\PsInfo64.exe,EF5CF80C8448BF0907C634A3251CC348B1D36BB5AD8F31F23B11D12AA7F63BCB
*Windows\\System32\\BitLockerWizard.exe,2B34F8EFB772639ED63069118B8B127B0D71619AD05A7429BDDFE037778A0594
*Windows\\System32\\InputSwitchToastHandler.exe,C7894FD7D612033D69D0CEFE679614A0CC4F45C07AA4B081ED5791AF20E6EF00
*Windows\\System32\\BioIso.exe,CCC68738CC7DA7516A9C8B35C23CFF8B9C278E8B059C698FA2C4BE31C7A5A4E4
*Windows\\System32\\wifitask.exe,88BBB8B8AA5449C9C7415E206EBB508DA779F9D905B7D6BAE41D0C8BF53A6005
*Windows\\System32\\setx.exe,F207F3BF4B4D3F2C73DB94BAA69CE81CC0675F7C638B5D747C8C46F4323A2F44
*Windows\\System32\\WSManHTTPConfig.exe,CD09C42B0D9DC509BF1F9F17FE363DA14E44E6975A2F0958503C5D588DBBDAE0
*Windows\\System32\\setupcl.exe,CD98B1F88762D352806D1959F6CFEF00F599EA52286449073CC685153A7B3EC7
*Windows\\System32\\MusNotificationUx.exe,2CC07487C0153B0E953BCCA591D20390154996F27B868024FE807143C4DC36BD
*Windows\\System32\\dcomcnfg.exe,2300CC68C414B779D20899F2ACFBADA8A5D9E7D01A291DD0DF9898DD2CABB6BC
*Windows\\System32\\wbem\\mofcomp.exe,6E589D7D741587143526C36A5CAD5791031D3C52D9E7E0DBFC39CD5C207F7B2F
*Windows\\System32\\DataUsageLiveTileTask.exe,055BBA417F360D9F2A0E97742E12BFF09989CDF4886722961A5AE578714ABDDF
*Windows\\System32\\ApplyTrustOffline.exe,F48FE00A78D4C4064DEE96BE7DB76B5AA7B44A3D97339B35FBD724F5D9602633
*Windows\\System32\\RDCMan.exe,0506F7F0246CE90EF55335EF29F4D28A3963C6777A5B3AADB577F2CDF15F147C
*Windows\\System32\\mobsync.exe,6E83030A6A3E447ACB1D38CC07035C1FD5BD2C9E136A57CE99F3AC1BE45A7D3D
*Windows\\System32\\wbem\\WMIADAP.exe,6C51C1968A7AD1B40251AD58F44602114888DB2859B1375E0BFFC7EB8C2C22E4
*Windows\\System32\\oobe\\oobeldr.exe,4DA4B3E7B67962FA434507486C78184350E1AB3EC7FD6B6EFA7A0240818EF96C
*Windows\\System32\\DiskSnapshot.exe,C36C5E772D92C32AF3DE75661FF4FD131A28F99735F2FB2C73194D95E2912EA1
*Windows\\System32\\WindowsPowerShell\\v1.0\\powershell_ise.exe,1172951D8B1AA4CF9D0AC9F72AE344C5896CE4286C790A1F0DFF8A6F71A5772E
*Windows\\System32\\snmptrap.exe,9D665698FF26ED333AD385B4B7A6C0F2B6806371D278E281FA4188002A5317E8
*Windows\\System32\\ntfsinfo64.exe,E2837BE10257EE5B1441C7056AA5F92C46FB5AC24D1E4E00FFC0A2D1CFE637BC
*Windows\\System32\\tracerpt.exe,A1A96F7FD031A7498D3DB40DB1F850898E89F5EC8C7478C83AA0BD67325D6F29
*Windows\\System32\\RMActivate_ssp_isv.exe,AEAD49CA461086872D44D6B4C749A961FBFE39A3F6D51A9B46756F854C574356
*Windows\\System32\\efsdump.exe,B78823C9C7A52B043F5FA6DE376DF685D6D8308C89973B667792987953CE3191
*Windows\\System32\\DeviceEject.exe,14A69B5E05A8496EBCA246B356AB318A32DF3B563E4F375C6BBAE07E87B8DE51
*Windows\\System32\\CertEnrollCtrl.exe,C8EA4F69C1615A5D421A15C89CA9742C815063036CF397E67D416998E1960ED5
*Windows\\System32\\logonsessions64.exe,7B646DBCCB20D5EB8C977735D3D69EA449395F8D79FDBE28BF8988B46E0EDE80
*Windows\\System32\\nltest.exe,2E2E7EF0073BA5DDBCDE65110193C182284C723848C13BB547AF7351B87C6080
*Windows\\System32\\UNP\\UpdateNotificationMgr.exe,3BAE6CD11CF6ADD8D8ED868B7B491D70B27BA7A1669AE9B6DC82C0E74A11AB83
*Windows\\System32\\CastSrv.exe,D3254833F27C07ABA89ADF18DF3D01BAEEC74D0983EDF5B6045CADAA0E7D2419
*Windows\\System32\\autorunsc64.exe,EF7DC656FF875EA2005030F17AE28218C79293D7032250A9963E20E4227B9866
*Windows\\System32\\rstrui.exe,E5C2EF1F33B488FD6C714D3A7BB80D630BBA0BCD75A7822E909A457C377C7F9B
*Windows\\System32\\tcpvcon.exe,37968005D6DA74355B216EA849DD35660BE69565C82185B3B27979A5DB64B73D
*Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,9F914D42706FE215501044ACD85A32D58AAEF1419D404FDDFA5D3B48F66CCD9F
*Windows\\System32\\fveprompt.exe,FE5098923F27EF6055E3343A26AF9BED62EAA9EDDFCB77AB06D2328D8497B112
*Windows\\System32\\rwinsta.exe,44B1C84811495B426EC69A15888D5824A894421DF052CC378FD6ADA5C32A112F
*Windows\\System32\\SlideToShutDown.exe,C167F7C83952A95633AD4B65D419D162F85066DEA159CB011E771C7C1E07476F
*Windows\\System32\\convertvhd.exe,A2310117ECC7BC9A94BA83D3AE638AB2A0A582655FC7CE855684DFAD1CFE1384
*Windows\\System32\\AtBroker.exe,AE7B1E298A6E38F0A3428151BFC5565EDE50A8D98DAFAA147B13CF89C61F2DDD
*Windows\\System32\\Microsoft.Uev.CscUnpinTool.exe,414F768086F16D4572CCB3DA7CA05D8A54B69FDF96369EEFE7B088280589F605
*Windows\\System32\\Sysmon64.exe,3267279461BE7397EF6E2AFE61F9396E42475577F8C76648DBCAE1B831B6FD3E
*Windows\\System32\\TSWbPrxy.exe,6E118B779673183850A0ACB474EFA30BC4E91D47925AEE5311364112D660E4EE
*Windows\\System32\\handle.exe,84C22579CA09F4FD8A8D9F56A6348C4AD2A92D4722C9F1213DD73C2F68A381E3
*Windows\\System32\\DWWIN.EXE,A254A276E79A927E0E27D71A86857B307740C2F64DB14ECE9F60538E2539ACEB
*Windows\\System32\\Contig.exe,27DDB234C73B8DEB75CE631A99E74CEB3899950135C5993B875E5653861687BF
*Windows\\System32\\RegDelNull64.exe,F80D7E9727A1BE93DFA035BF0427FB2DEACD01CBE97CD75E218E1E772E21DF10
*Windows\\System32\\taskhostw.exe,E63709209D09BC0247E785F075DDB28A98C348206109E2B8BA321AD958402728
*Windows\\System32\\ZoomIt.exe,44E9BDE9F0602283237CA2762FED57C82F63089808651FA9EB880E8D570D9FAF
*Windows\\System32\\certutil.exe,22D1471ED17C681AA5580C59712005E1C70EF9C306CBCAD245A64F7DFAE47847
*Windows\\System32\\EhStorAuthn.exe,D527323643BE9DF4D174C3169C6F2C7854A59B781654BCAEBD154CB51FB4219C
*Windows\\System32\\wlms\\wlms.exe,B8CA06E71F3014DB30D8D98D934B10DE2F6A69E19108AABBBFD0C163B0BCCD31
*Windows\\System32\\migwiz\\mighost.exe,BE5BED6CA3FAB9427F54F93DDF82F3B6B9ECE6F59BAD9699316FB724D07509F0
*Windows\\System32\\calc.exe,58189CBD4E6DC0C7D8E66B6A6F75652FC9F4AFC7CE0EBA7D67D8C3FEB0D5381F
*Windows\\System32\\dllhst3g.exe,360E11757029F102BF9DEFAF60B24F96A8C4B6726C0B9EC9ECE4BBAE89F3AF7B
*Windows\\System32\\wevtutil.exe,20DB4ABF4539D2E054FBADDE48078452A5A4ADBCA9EAEFF66ABA89F2C9164055
*Windows\\System32\\bootsect.exe,2D7CE2DD4A9CE5FBED2C150720280CF50808B0CD5D7D988CDAAF5BD1E9E292F3
*Windows\\System32\\GenValObj.exe,659916B184E069B3781BD8928CD0FDAEACEB7A713C7C5E5558E475D51B391341
*Windows\\System32\\tpmvscmgr.exe,4363B665CB1B4B724716D7E287FE770D8C38C76AA78FA0D1CBCD1C9BC1C2B02C
*Windows\\System32\\baaupdate.exe,9F2251424D855579C2E2CA78486FF4DD1DF807E6F02FD5E513065225E44AD4C6
*Windows\\System32\\Volumeid64.exe,FB0D02EA26BB1E5DF5A07147931CAF1AE3D7D1D9B4D83F168B678E7F3A1C0ECD
*Windows\\System32\\Eap3Host.exe,11794657DDA144B9A8D07BA5AE0868D2ED7AC47CD7559B68A49A51050E229780
*Windows\\System32\\lpksetup.exe,390270863097620628BD9135DAABA4082ACB02A1DFE2A0B1022B7B1311A4371A
*Windows\\System32\\ADInsight.exe,032DC03FA3E7B3DF5714AEA96DDACC0DA1E4D41EF4D24DE2F2103AD03932F194
*Windows\\System32\\choice.exe,B2191C32538842D3FDEFF972E5A77527FA35D69FA400AAD2AA2798B86FC6CF2A
*Windows\\System32\\CredentialEnrollmentManager.exe,2063A8145D63798B948ECF755D2592B4751D8386B2B47B3D13D42B5D95557DCF
*Windows\\System32\\TapiUnattend.exe,6A960EDAD235F685E741E0F1A74D1162FD3CF410862192236F962AE289F0886E
*Windows\\System32\\NDKPing.exe,E2E6EA04DB42F5ABD29C767681798B070A25B0768106689E36613B2E3A810170
*Windows\\System32\\LaunchWinApp.exe,191BCF278ED8419D678037FA2F777902878AFF5DEE597A675AE5B2A1DD0F04ED
*Windows\\System32\\OpenSSH\\sftp.exe,A354EB6416AB635AB8059FE07FB87488793EEE30FAB09429E00974DBF38F90C1
*Windows\\System32\\oobe\\windeploy.exe,3F5FD0B350BB1EEAB5D251AD28C389C4CA825B593D83A4A03894B951D12A23D3
*Windows\\System32\\oobe\\FirstLogonAnim.exe,96EC7820603A983285A982FF7D26A688C7DE3184FDD73041655044162B9A35C4
*Windows\\System32\\shutdown.exe,D4E68CC9CB1965D70134C68BD1A090E0AFAE5B8B3D8018C6B6564852AE7BF396
*Windows\\System32\\mstsc.exe,355CA834BE29C148D27F973299FAC1C434BCEC5B7B319A47C7D98EB1C96DA1EB
*Windows\\System32\\hvsievaluator.exe,5CE31BCF8190C6FE4E6A6D0F4E9B13C9F4C8616B1AF6DAA74DA8D6F73A78B3E4
*Windows\\System32\\Sysmon.exe,AAA6D30CACFD49C2063999161016B4E94975F0A9C3E1D6E931949F99BBF17BC7
*Windows\\System32\\pwlauncher.exe,20BD575E31804C52D7EDC3A6298ABA504878D31DF549D3FC82FE7A99EE9A966E
*Windows\\System32\\directxdatabaseupdater.exe,8FE68B77E387F0ED76E244721279FE3018C1013EB02099D6119AE97B524530AD
*Windows\\System32\\notepad.exe,F9D9B9DED9A67AA3CFDBD5002F3B524B265C4086C188E1BE7C936AB25627BF01
