metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1776442341.4547,elite,8378.4050146739,1776087981.5842,AS64080 SYN LTD,SYN-UK,City of London,Europe,EU,United Kingdom,GB,,False,SYN LTD,51.5164,-0.093,False,SYN LTD,True,England,success,Europe/London,EC4R,1776083943,1776442341.4547,6403,socks5,45.43.64.145:6403,True,3838.3703231812,27,228,10.588235294118,45.43.64.145
True,1776442341.439,elite,14271.566963196,1776372491.1924,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Jakarta,Asia,AS,Indonesia,ID,,True,Alibaba Cloud (Singapore) Private Limited,-6.2208,106.8403,False,Alibaba.com Singapore E-Commerce Private Limited,True,Jakarta,success,Asia/Jakarta,12850,1776366731,1776442341.439,9080,socks5,8.215.3.25:9080,True,4564.2194747925,5,43,10.416666666667,8.215.3.25
True,1776442341.4285,elite,14028.341751832,1776164305.3542,AS40021 Contabo Inc.,CONTABO-40021,St Louis,North America,,United States,US,,False,Contabo Inc.,38.6364,-90.1985,False,Contabo Inc,True,Missouri,success,America/Chicago,63101,1776161961,1776442341.4285,60294,socks5,144.126.142.132:60294,True,3447.7233886719,13,164,7.3446327683616,144.126.142.132
True,1776442341.192,elite,18719.116760023,1761160072.4846,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.,Cuenca,South America,SA,Ecuador,EC,,False,Ufinet Panama S.A.,-2.8976,-79.0045,False,Negocios Y Telefonia Nedetel S.A,True,Azuay,success,America/Guayaquil,,1776181909,1776442341.192,999,socks5,181.78.200.125:999,True,21185.670137405,33,18039,0.18260292164675,181.78.200.125
True,1776441480.9629,elite,14039.784677327,1749231800.3833,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Minkler,North America,,United States,US,,True,Alibaba Cloud LLC,36.7783,-119.418,False,Alibaba Cloud - US,True,California,success,America/Los_Angeles,,1776274173,1776442339.9593,3128,socks5,47.254.24.34:3128,True,26454.979896545,32,235930,0.013561505666167,47.254.24.34
True,1776441503.3902,elite,19668.283289129,1776360779.9089,AS141065 PT Arozak Bima Yudho Sangkara,IDNIC-ABYSNET-AS-ID,Karawang,Asia,AS,Indonesia,ID,,False,PT Arozak Bima Yudho Sangkara,-6.30525,107.32,False,PT Arozak Bima Yudho Sangkara,False,West Java,success,Asia/Jakarta,,1776357725,1776442338.8421,8299,socks5,103.155.168.163:8299,True,33959.2192173,11,48,18.64406779661,103.155.168.163
True,1776442337.915,elite,18026.793956757,1776441330.5898,AS42237 w1n ltd,w1n,Stockholm,Europe,EU,Sweden,SE,,True,w1n ltd,59.3287,18.0717,False,W1n,False,Stockholm County,success,Europe/Stockholm,100 04,1776442356,1776442337.915,31516,socks5,185.217.0.130:31516,True,18026.793956757,1,1,50.0,185.217.0.130
True,1776440808.0709,elite,9650.4468917847,1762161634.1144,AS214996 netcup GmbH,netcup,Manassas,North America,,United States,US,,False,netcup GmbH,38.7509,-77.4753,False,netcup GmbH,True,Virginia,success,America/New_York,20110,1776156976,1776442336.6981,10115,socks5,152.53.36.101:10115,True,5094.1090583801,19,24352,0.077961511632678,152.53.36.101
True,1776442336.3457,elite,17053.995529811,1776085374.3555,AS24342 BRACNet Limited,BRAC-BDMAIL-AS-BD,Dhaka,Asia,AS,Bangladesh,BD,,False,BRACNet Limited,23.7278,90.4135,False,BRACNet Limited,True,Dhaka Division,success,Asia/Dhaka,1000,1776084057,1776442336.3457,8080,socks5,115.127.95.82:8080,True,18712.719678879,36,226,13.740458015267,115.127.95.82
True,1776442336.3442,elite,22721.446220691,1776260920.1463,AS701 Verizon Business,UUNET,Scranton,North America,,United States,US,,False,Verizon Business,41.409,-75.6624,False,Verizon Business,False,Pennsylvania,success,America/New_York,18502,1776295220,1776442336.3442,22,socks5,70.105.221.62:22,True,17849.708557129,13,164,7.3446327683616,70.105.221.62
True,1776442335.9476,elite,19553.787643259,1776319282.2303,AS213230 Hetzner Online GmbH,HETZNER-CLOUD2-AS,Ashburn,North America,,United States,US,,False,Hetzner Online GmbH,39.0469,-77.4903,False,Hetzner Online GmbH,False,Virginia,success,America/New_York,20149,1776313923,1776442335.9476,1081,socks5,178.156.174.21:1081,True,17389.158964157,11,85,11.458333333333,178.156.174.21
True,1776442334.2033,elite,16285.42111766,1756019485.4768,,,Ho Chi Minh City,Asia,AS,Vietnam,VN,,False,1st Floor,10.8231,106.63,False,Fibo technology and invest a member limited liability company,False,Ho Chi Minh City (HCMC),success,Asia/Ho_Chi_Minh,,1776126995,1776442334.2033,8080,socks5,103.125.169.70:8080,True,13234.239339828,31,264,10.508474576271,103.125.169.70
True,1776442333.3028,elite,16859.115382036,1776111351.4183,AS4766 Korea Telecom,KIXS-AS-KR,Boseong-gun,Asia,AS,South Korea,KR,,False,Korea Telecom,34.7704,127.0734,False,Kornet,True,Jeollanam-do,success,Asia/Seoul,594,1776107228,1776442333.3028,4003,socks5,221.144.56.29:4003,True,16668.637037277,24,181,11.707317073171,221.144.56.29
True,1776442331.496,elite,15379.546777062,1747896246.3186,AS7552 Viettel Group,VIETEL-AS-AP,Ninh Bình,Asia,AS,Vietnam,VN,,False,Viettel Corporation,20.253,105.9749,False,VIETEL,False,Ninh Bình Province,success,Asia/Bangkok,430000,1776308460,1776442331.496,10004,socks5,171.237.120.14:10004,True,15190.189838409,23,142360,0.016153613844349,171.237.120.14
True,1776442331.3693,elite,16061.441421509,1776086590.687,AS16276 OVH SAS,OVH,Newcastle-under-Lyme,Europe,EU,United Kingdom,GB,,True,OVH SAS,53.0,-2.23333,False,OVH Ltd,True,England,success,Europe/London,ST5,1776083804,1776442331.3693,32238,socks5,145.239.252.47:32238,True,532.57608413696,13,212,5.7777777777778,145.239.252.47
True,1776442331.3641,elite,6773.294982456,1776164552.0918,AS64286 LogicWeb Inc.,LOGICWEB,New York,North America,,United States,US,,False,LogicWeb Inc.,40.7127,-74.0059,False,LogicWeb Inc,True,New York,success,America/New_York,,1776161941,1776442331.3641,5655,socks5,173.239.237.9:5655,True,558.15958976746,21,176,10.659898477157,173.239.237.9
True,1776442331.2488,elite,20814.383513787,1760946797.8556,AS213790 Limited Network LTD,LimitedNetwork-AS,Eygelshoven,Europe,EU,The Netherlands,NL,,False,Limited Network LTD,50.8933,6.05805,False,Limited Network LTD,True,Limburg,success,Europe/Amsterdam,6471,1775891972,1776442331.2488,8880,socks5,185.93.89.179:8880,True,15602.04577446,34,29167,0.116434368686,185.93.89.179
True,1776442331.1892,elite,7466.9230779012,1757351781.3013,AS62874 Web2Objects LLC,WEB2OBJECTS,Dallas,North America,,United States,US,,False,Web2Objects LLC,32.7767,-96.797,False,Web2Objects LLC,True,Texas,success,America/Chicago,75270,1776098236,1776442331.1892,6146,socks5,45.61.127.207:6146,True,960.96968650818,18,98632,0.018246325392803,45.61.127.207
True,1776442331.0556,elite,8729.0980254903,1776209370.9566,AS62874 Web2Objects LLC,WEB2OBJECTS,Dallas,North America,,United States,US,,False,Web2Objects LLC,32.7767,-96.797,False,Web2Objects LLC,True,Texas,success,America/Chicago,75270,1776203418,1776442331.0556,6108,socks5,45.61.125.97:6108,True,3925.3144264221,17,136,11.111111111111,45.61.125.97
True,1776442329.1332,elite,9114.4984960556,1776382013.1992,AS55286 B2 Net Solutions Inc.,SERVER-MANIA,Piscataway,North America,,United States,US,,True,B2 Net Solutions Inc.,40.5548,-74.4642,False,B2 Net Solutions Inc,True,New Jersey,success,America/New_York,00854,1776377002,1776442329.1332,8366,socks5,152.232.15.198:8366,True,9976.5000343323,4,34,10.526315789474,152.232.15.198
True,1776442328.9345,elite,10353.395798627,1776165163.2853,AS18779 EGIHosting,EGIHOSTING,Santa Clara,North America,,United States,US,,True,EGIHosting,37.3541,-121.9552,False,EGIHosting,True,California,success,America/Los_Angeles,95054,1776161991,1776442328.9345,5181,socks5,172.121.139.2:5181,True,5469.128370285,17,170,9.0909090909091,172.121.139.2
True,1776442328.7691,elite,16330.121322112,1776114452.2442,AS17451 BIZNET NETWORKS,BIZNET-AS-AP,Jakarta,Asia,AS,Indonesia,ID,,False,BIZNET,-6.2208,106.8403,False,,True,Jakarta,success,Asia/Jakarta,12850,1776108032,1776442328.7691,4153,socks5,117.102.115.158:4153,True,14392.465591431,33,210,13.58024691358,117.102.115.158
True,1776442328.3023,elite,8798.2951270209,1775924468.7486,AS212317 Hetzner Online GmbH,HETZNER-CLOUD3-AS,Hillsboro,North America,,United States,US,,False,Hetzner Online GmbH,45.526,-122.9874,False,Hetzner Online GmbH,True,Oregon,success,America/Los_Angeles,97129,1776093502,1776442328.3023,29306,socks5,5.78.24.25:29306,True,6203.3050060272,27,1008,2.6086956521739,5.78.24.25
True,1776433473.5002,elite,3015.5523224519,1776264533.5297,AS8641 BACKBONE AS of Nauka-Svyaz,NAUKANET-AS,Moscow,Europe,EU,Russia,RU,,False,"LLC ""Nauka-Svyaz""",55.7814,37.5835,False,LLC Nauka Svyaz,False,Moscow,success,Europe/Moscow,144700,1776259808,1776442328.2264,1080,socks5,84.47.150.126:1080,True,11491.236209869,208,53,79.693486590038,84.47.150.126
True,1776440575.3558,elite,18861.306508382,1762537075.3862,AS265641 TELECOMUNICACIONES ROCARLI C.A (CIX BROADBAND),TELECOMUNICACIONES ROCARLI C.A CIX BROADBAND,Maturín,South America,SA,Venezuela,VE,,False,TELECOMUNICACIONES ROCARLI C.A (CIX BROADBAND),9.7477,-63.1819,False,TELECOMUNICACIONES ROCARLI C.A (CIX BROADBAND),True,Monagas,success,America/Caracas,,1776079946,1776442326.6342,26564,socks5,170.254.175.209:26564,True,23150.340795517,6,5967,0.10045203415369,170.254.175.209
True,1776442326.4799,elite,29758.801937103,1776296584.3977,AS55286 B2 Net Solutions Inc.,SERVER-MANIA,Los Angeles,North America,,United States,US,,True,B2 Net Solutions Inc.,34.0653,-118.2438,False,B2 Net Solutions Inc,True,California,success,America/Los_Angeles,90012,1776289643,1776442326.4799,7001,socks5,23.236.255.225:7001,True,29758.801937103,1,80,1.2345679012346,23.236.255.225
True,1776442325.4036,elite,16988.678619779,1775889594.884,AS11830 Instituto Costarricense de Electricidad y Telecom.,Instituto Costarricense de Electricidad y Telecom.,San José,North America,,Costa Rica,CR,,False,Instituto Costarricense de Electricidad y Telecom.,9.9242,-84.0745,False,CARTAGO,False,Provincia de San José,success,America/Costa_Rica,10104,1776095841,1776442325.4036,53281,socks5,181.193.73.18:53281,True,17408.974170685,29,1063,2.6556776556777,181.193.73.18
True,1776442325.1644,elite,10264.8446295,1776091850.5914,AS47895 LTD Erline,R-LINE-AS,Makhachkala,Europe,EU,Russia,RU,,False,"LTD ""Erline""",42.9621,47.5116,False,R-Line Ltd,False,Dagestan,success,Europe/Moscow,367003,1776089063,1776442325.1644,1080,socks5,91.205.131.251:1080,True,7642.2960758209,72,233,23.606557377049,91.205.131.251
True,1776442324.4375,elite,15735.389380619,1746013553.6624,"AS21928 T-Mobile USA, Inc.",T-MOBILE-AS21928,Chicago,North America,,United States,US,,False,"T-Mobile USA, Inc.",41.8781,-87.6298,True,"T-Mobile USA, Inc.",False,Illinois,success,America/Chicago,60666,1776165724,1776442324.4375,1085,socks5,100.212.78.167:1085,True,21699.228048325,29,177264,0.016357103777363,100.212.78.167
True,1776441300.1076,elite,6567.2896033839,1776081709.833,AS215590 DpkgSoft International Limited,XORA-AS,Orem,North America,,United States,US,,False,DpkgSoft International Limited,40.3032,-111.675,False,Xorek.Cloud Frankfurt,False,Utah,success,America/Denver,84097,1776077726,1776442324.0662,1080,socks5,144.31.140.92:1080,True,2280.8313369751,361,166,68.500948766603,144.31.140.92
True,1776442322.7223,elite,9826.7395794392,1765378795.3615,AS395092 Shock Hosting LLC,SHOCK-1,New York,North America,,United States,US,,True,Shock Hosting LLC,40.7126,-74.0066,False,Private Customer,True,New York,success,America/New_York,10118,1776263678,1776442322.7223,6903,socks5,82.27.240.95:6903,True,5446.2113380432,32,13617,0.2344494102132,82.27.240.95
True,1776442321.9086,elite,17593.885816377,1755973647.3864,AS135945 VTC Online Joint Stock Company,VTCONLINE-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,False,VTC Online Joint Stock Company,21.0184,105.8461,False,VTCONLINE,False,Hanoi,success,Asia/Bangkok,,1776184668,1776442321.9086,6588,socks5,103.116.100.226:6588,True,19397.677183151,29,235,10.984848484848,103.116.100.226
True,1776442320.8258,elite,9612.2189249311,1758306685.9515,AS63969 Race Online Limited,RACEONLINE-BD,Dhaka,Asia,AS,Bangladesh,BD,,False,EarthTelecommunication,23.7807,90.4014,False,,False,Dhaka Division,success,Asia/Dhaka,1208,1776079953,1776442320.8258,1080,socks5,144.48.119.129:1080,True,6468.1046009064,35,47995,0.072871122215282,144.48.119.129
True,1776442320.8239,elite,13919.255142029,1747184030.5028,AS213790 Limited Network LTD,LimitedNetwork-AS,Eygelshoven,Europe,EU,The Netherlands,NL,,False,Limited Network LTD,50.8933,6.05805,False,Limited Network LTD,True,Limburg,success,Europe/Amsterdam,6471,1776281095,1776442320.8239,11252,socks5,185.93.89.168:11252,True,6453.5431861877,52,443510,0.011723276565621,185.93.89.168
True,1776442320.0163,elite,16087.347912788,1776346555.2864,AS4766 Korea Telecom,KIXS-AS-KR,Gangdong-gu,Asia,AS,South Korea,KR,,False,Korea Telecom,37.536,127.1426,False,,False,Seoul,success,Asia/Seoul,053,1776351913,1776442320.0163,8379,socks5,218.153.163.156:8379,True,21822.771072388,10,64,13.513513513514,218.153.163.156
True,1776442317.4654,elite,15676.79632627,1775749969.3013,,,Portsmouth,North America,,United States,US,,False,Liberty Mutual Group,43.0635,-70.7924,False,Liberty Mutual Group,False,New Hampshire,success,America/New_York,03801,1776089229,1776442317.4654,5328,socks5,146.150.170.10:5328,True,1097.9764461517,26,1182,2.1523178807947,146.150.170.10
True,1776442316.9288,elite,19629.492998123,1776149112.4734,AS262532 NET ONDA SERVICOS DE INTERNET LTDA,NET ONDA SERVICOS DE INTERNET LTDA,Aracati,South America,SA,Brazil,BR,,False,VAS Freitas Servicos de Internet Ltda,-4.6207,-37.7631,False,NET ONDA SERVICOS DE INTERNET LTDA,False,Ceará,success,America/Fortaleza,62800,1776156744,1776442316.9288,8080,socks5,177.55.245.170:8080,True,7370.742559433,14,193,6.7632850241546,177.55.245.170
True,1776442315.7103,elite,10817.414724827,1776181012.1914,AS18779 EGIHosting,EGIHOSTING,San Francisco,North America,,United States,US,,True,EGIHosting,37.7749,-122.419,False,"Ace Data Centers II, L.L.C.",False,California,success,America/Los_Angeles,94119,1776173537,1776442315.7103,5878,socks5,142.111.245.11:5878,True,5677.0775318146,20,168,10.63829787234,142.111.245.11
True,1776442315.4336,elite,15310.131072998,1776086662.5557,AS58485 WIFIAN ID,WIFIAN-AS-ID,Banyumas,Asia,AS,Indonesia,ID,,False,WIFIAN ID,-7.51417,109.294,False,Diazanetworks,False,Central Java,success,Asia/Jakarta,,1776083973,1776442315.4336,8080,socks5,103.173.140.157:8080,True,5053.9507865906,15,201,6.9444444444444,103.173.140.157
True,1776442313.5743,elite,16888.421949587,1776326412.9881,AS11426 Charter Communications Inc,TWC-11426-CAROLINAS,Myrtle Beach,North America,,United States,US,,False,Spectrum,33.7156,-78.882,False,Visitor Center,False,South Carolina,success,America/New_York,29577,1776337688,1776442313.5743,8090,socks5,24.172.45.246:8090,True,14832.526683807,19,85,18.269230769231,24.172.45.246
True,1776442313.279,elite,16822.818712755,1776117722.325,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Kuala Lumpur,Asia,AS,Malaysia,MY,,True,"Alibaba (US) Technology Co., Ltd.",3.1408,101.6852,False,Alibaba.com LLC,True,Kuala Lumpur,success,Asia/Kuala_Lumpur,50515,1776115616,1776442313.279,9098,socks5,47.250.155.254:9098,True,5003.7229061127,33,197,14.347826086957,47.250.155.254
True,1776440436.4446,elite,2274.9510643905,1776080969.547,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Las Vegas,North America,,United States,US,,False,Cox Communications Inc.,36.1233,-115.2775,False,Cox Communications,False,Nevada,success,America/Los_Angeles,89147,1776079211,1776442310.8987,1080,socks5,68.224.46.121:1080,True,1155.2653312683,547,95,85.202492211838,68.224.46.121
True,1776442309.5285,elite,18835.700575511,1748382988.8302,AS401696 cognetcloud INC,COGNETCLOUD,Mong Kok,Asia,AS,Hong Kong,HK,,False,VAPELINE1,22.316,114.172,False,"Vapeline Technology(hk)., limited",True,Yau Tsim Mong District,success,Asia/Hong_Kong,96521,1776079956,1776442309.5285,33686,socks5,114.134.186.167:33686,True,25959.567546844,30,72035,0.041629084853951,114.134.186.167
True,1776442308.7755,elite,10225.059952055,1776168722.5463,AS13213 THG HOSTING LIMITED,UK2NET-AS,London,Europe,EU,United Kingdom,GB,,True,UK-2 Limited,51.5081,-0.1278,False,Private Customer,True,England,success,Europe/London,EC1M,1776161971,1776442308.7755,7186,socks5,146.103.3.133:7186,True,261.39259338379,7,134,4.9645390070922,146.103.3.133
True,1776442306.8605,elite,16821.7689991,1776439921.6596,AS42237 w1n ltd,w1n,Stockholm,Europe,EU,Sweden,SE,,True,w1n ltd,59.3287,18.0717,False,W1n,False,Stockholm County,success,Europe/Stockholm,100 04,1776442323,1776442306.8605,30529,socks5,185.217.0.130:30529,True,16821.7689991,1,3,25.0,185.217.0.130
True,1776442306.6268,elite,2236.3526821136,1776440186.8525,AS42237 w1n ltd,w1n,Stockholm,Europe,EU,Sweden,SE,,True,w1n ltd,59.3287,18.0717,False,W1n,False,Stockholm County,success,Europe/Stockholm,100 04,1776442308,1776442306.6268,40186,socks5,185.217.0.130:40186,True,2236.3526821136,1,3,25.0,185.217.0.130
True,1776442305.807,elite,7840.8200144768,1776284444.6508,AS49981 WorldStream B.V.,WorldStream,Naaldwijk,Europe,EU,The Netherlands,NL,,True,WorldStream B.V.,51.9968,4.2057,False,,True,South Holland,success,Europe/Amsterdam,2671,1776293122,1776442305.807,11189,socks5,109.236.85.78:11189,True,6176.0969161987,8,117,6.4,109.236.85.78
True,1776442303.5501,elite,14723.658691753,1776148231.8238,AS10796 Charter Communications Inc,TWC-10796-MIDWEST,Hartland,North America,,United States,US,,False,Charter Communications,43.1172,-88.3446,False,Spectrum,False,Wisconsin,success,America/Chicago,53029,1776151861,1776442303.5501,8080,socks5,75.86.133.165:8080,True,308.0940246582,22,183,10.731707317073,75.86.133.165
True,1776442303.2971,elite,16029.671669006,1776238755.7228,AS62044 Zscaler Switzerland GmbH,ZSCALER-EMEA,Munich,Europe,EU,Germany,DE,,False,Zscaler Switzerland GmbH,48.1428,11.5801,False,Zscaler Muc1,False,Bavaria,success,Europe/Berlin,80313,1776239415,1776442303.2971,10038,socks5,147.161.171.23:10038,True,664.93511199951,22,144,13.253012048193,147.161.171.23
True,1776442301.6253,elite,16713.671092987,1766515917.2427,AS26548 PureVoltage Hosting Inc.,PUREVOLTAGE-INC,Seattle,North America,,United States,US,,False,PureVoltage Hosting Inc.,47.6061,-122.333,False,Fine Group Servers Solutions LLC,True,Washington,success,America/Los_Angeles,98111,1775845660,1776442301.6253,1085,socks5,146.19.90.112:1085,True,24973.322629929,25,14721,0.16953750169538,146.19.90.112
True,1776441814.7341,elite,14396.1681166,1776204499.9086,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Manila,Asia,AS,Philippines,PH,,True,"Alibaba (US) Technology Co., Ltd.",14.5971,120.9798,False,Alibaba.com Singapore E-Commerce Private Limited,True,Metro Manila,success,Asia/Manila,1003,1776197674,1776442301.6032,1000,socks5,8.212.168.170:1000,True,24867.648363113,31,159,16.315789473684,8.212.168.170
True,1776442300.8154,elite,17779.003067017,1758782712.101,"AS14618 Amazon.com, Inc.",AMAZON-AES,Ashburn,North America,,United States,US,,True,Amazon Technologies Inc.,39.0438,-77.4874,False,AWS EC2 (us-east-1),True,Virginia,success,America/New_York,20149,1775887398,1776442300.8154,8080,socks5,3.89.245.177:8080,True,19253.184556961,25,50353,0.04962483623804,3.89.245.177
True,1776441810.7537,elite,10619.508981705,1776372603.3434,AS197450 Sunucun Bilgi Iletisim Teknolojileri ve Ticaret Ltd. Sti.,SUNUCUN,Istanbul,Asia,AS,Türkiye,TR,,False,Sunucun Bilgi Iletisim Teknolojileri ve Ticaret Ltd. Sti.,41.0019,28.9645,False,"Ace Data Centers, Inc",True,Istanbul,success,Europe/Istanbul,34134,1776366541,1776442300.688,6825,socks5,50.114.99.84:6825,True,21062.181711197,5,42,10.63829787234,50.114.99.84
True,1776442299.2647,elite,15623.859655857,1776160415.0013,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,South Korea,KR,,True,"Alibaba (US) Technology Co., Ltd.",37.5658,126.978,False,Alibaba.com Singapore E-Commerce Private Limited,True,Seoul,success,Asia/Seoul,04524,1776155327,1776442299.2647,9098,socks5,8.220.204.215:9098,True,6460.6492519379,20,180,10.0,8.220.204.215
True,1776442299.257,elite,11229.51990366,1776383335.5748,"AS27411 Leaseweb USA, Inc.",LEASEWEB-USA-CHI,Acalanes Ridge,North America,,United States,US,,True,"Leaseweb USA, Inc.",37.912,-122.0867,False,,True,California,success,America/Los_Angeles,94597,1776377109,1776442299.257,8030,socks5,46.202.67.23:8030,True,6503.5586357117,8,34,19.047619047619,46.202.67.23
True,1776442298.7443,elite,17857.348251343,1776359379.9429,"AS2914 NTT America, Inc.",NTT-DATA-2914,Little Rock,North America,,United States,US,,False,"NTT America, Inc.",34.7857,-92.4189,False,Eurotelecom SRL,False,Arkansas,success,America/Chicago,72212,1776361576,1776442298.7443,92,socks5,185.252.193.239:92,True,19245.054244995,10,52,16.129032258065,185.252.193.239
True,1776441226.0686,elite,18132.971021864,1765240359.0105,AS11338 SKY SERVIÇOS DE BANDA LARGA LTDA,SKY SERVIÇOS DE BANDA LARGA LTDA,São Paulo,South America,SA,Brazil,BR,,False,SKY SERVIÇOS DE BANDA LARGA LTDA,-23.5558,-46.6396,False,SKY SERVI�OS DE BANDA LARGA LTDA,False,São Paulo,success,America/Cuiaba,01000-000,1776079960,1776442298.592,1080,socks5,177.13.253.226:1080,True,22317.20495224,18,9241,0.19440544335241,177.13.253.226
True,1776442298.0676,elite,20926.851153374,1776257059.2876,AS132584 FORTYTWO24 PTY LTD,FORTYTWO24PTYLTD-AS-AP,Hobart,Oceania,OC,Australia,AU,,False,Aussie Broadband,-42.9055,147.3038,False,Fortytwo24 PTY LTD,False,Tasmania,success,Australia/Hobart,7005,1776282560,1776442298.0676,80,socks5,103.176.216.50:80,True,23284.685850143,6,152,3.7974683544304,103.176.216.50
True,1776442297.8562,elite,8811.1601620913,1762713594.3462,AS214996 netcup GmbH,netcup,Manassas,North America,,United States,US,,False,netcup GmbH,38.7911,-77.5264,False,netcup GmbH,True,Virginia,success,America/New_York,20109,1776079963,1776442297.8562,47787,socks5,152.53.171.242:47787,True,17052.842378616,16,18660,0.085671449989291,152.53.171.242
True,1776442297.7945,elite,6300.7830858231,1776273453.2554,AS55286 B2 Net Solutions Inc.,SERVER-MANIA,Piscataway,North America,,United States,US,,True,B2 Net Solutions Inc.,40.5548,-74.4642,False,B2 Net Solutions Inc,True,New Jersey,success,America/New_York,00854,1776269832,1776442297.7945,8389,socks5,152.232.15.221:8389,True,2360.1019382477,10,106,8.6206896551724,152.232.15.221
True,1776441531.7194,elite,16891.072743079,1757604269.3614,AS701 Verizon Business,UUNET,New York,North America,,United States,US,,False,Verizon Business,40.7128,-74.006,False,Verizon Business,False,New York,success,America/New_York,10123,1776267017,1776442297.0977,3128,socks5,71.240.62.100:3128,True,33289.958000183,34,53934,0.063000296471983,71.240.62.100
True,1776442296.6967,elite,17714.857195105,1776187823.6702,AS23969 TOT Public Company Limited,TOT-NET,Kut Chap,Asia,AS,Thailand,TH,,False,TOT Public Company Limited,17.4257,102.567,False,TOT Public Company Limited,False,Udon Thani,success,Asia/Bangkok,,1776183129,1776442296.6967,4145,socks5,118.174.218.124:4145,True,21339.576005936,28,172,14.0,118.174.218.124
True,1776442296.6097,elite,11347.375031175,1751404388.1437,AS7713 PT Telekomunikasi Indonesia,telkomnet-as-ap,Makassar,Asia,AS,Indonesia,ID,,False,PT. TELKOM INDONESIA,-5.1338,119.4619,False,,False,South Sulawesi,success,Asia/Makassar,90231,1776347689,1776442296.6097,80,socks5,180.254.181.52:80,True,21010.932683945,29,193775,0.014963571443314,180.254.181.52
True,1776442295.8901,elite,9514.8431420326,1775890827.2061,AS4134 CHINANET-BACKBONE,CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,False,Chinanet,32.0607,118.763,False,Chinanet JS,False,Jiangsu,success,Asia/Shanghai,210000,1776098319,1776442295.8901,8089,socks5,49.73.78.78:8089,True,5638.5850906372,20,1049,1.8709073900842,49.73.78.78
True,1776439083.9083,elite,1640.0968568205,1776081851.6248,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Pensacola,North America,,United States,US,,False,Cox Communications Inc.,30.4077,-87.219,False,Cox Communications,True,Florida,success,America/Chicago,32516,1776077703,1776442295.7582,4145,socks5,174.77.111.197:4145,True,1050.6360530853,518,73,87.648054145516,174.77.111.197
True,1776442291.5326,elite,18927.940851166,1776081935.8176,AS202468 AbrArvan CDN and IaaS,AbrArvan-AS,Tehran,Asia,AS,Iran,IR,,True,Noyan Abr Arvan Co. ( Private Joint Stock),35.768,51.4203,False,Noyan Abr Arvan Co. ( Private Joint Stock),False,Tehran,success,Asia/Tehran,,1776086840,1776442291.5326,8443,socks5,188.121.116.226:8443,True,24169.792413712,42,253,14.237288135593,188.121.116.226
True,1776442291.5303,elite,13456.053154809,1775853319.8611,"AS16509 Amazon.com, Inc.",AMAZON-02,Frankfurt am Main,Europe,EU,Germany,DE,,True,Amazon Technologies Inc.,50.1109,8.68213,False,AWS EC2 (eu-central-1),True,Hesse,success,Europe/Berlin,60313,1776126519,1776442291.5303,91,socks5,18.192.100.176:91,True,16020.153045654,7,1088,0.63926940639269,18.192.100.176
True,1776442291.2988,elite,6762.2250370357,1759069318.2476,AS50867 HOSTKEY B.V.,ORG-LVA15-AS,Moscow,Europe,EU,Russia,RU,,False,HOSTKEY,55.7487,37.6187,False,,True,Moscow,success,Europe/Moscow,102200,1776153667,1776442291.2988,28127,socks5,141.105.68.108:28127,True,371.72603607178,23,27182,0.084543282484837,141.105.68.108
True,1776442290.8294,elite,6918.8917080561,1776303348.7472,AS4766 Korea Telecom,KIXS-AS-KR,Seongnam-si,Asia,AS,South Korea,KR,,False,Korea Telecom,37.377,127.1091,False,Kornet,False,Gyeonggi-do,success,Asia/Seoul,135,1776320280,1776442290.8294,23554,socks5,112.170.110.173:23554,True,5271.3050842285,6,109,5.2173913043478,112.170.110.173
True,1776442290.4802,elite,18410.239537557,1776151185.674,"AS24445 Henan Mobile Communications Co.,Ltd",CMNET-V4henan-AS-AP,Zhengzhou,Asia,AS,China,CN,,False,China Mobile communications corporation,34.7599,113.6459,True,China Mobile,False,Henan,success,Asia/Shanghai,,1776153243,1776442290.4802,8001,socks5,120.194.100.42:8001,True,17544.377326965,18,156,10.344827586207,120.194.100.42
