alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1741150989.8403,transparent,6602.2088730702,1710585813.3379,"AS263238 Eliana Vanessa Morocho Oña","Eliana Vanessa Morocho Ona",Quito,"South America",SA,Ecuador,EC,,false,"Eliana Vanessa Morocho Oña",-0.2309,-78.5211,false,"Eliana Vanessa Morocho Oña",true,Pichincha,success,America/Guayaquil,,1740770301,1741150989.8403,8089,http,200.63.107.118:8089,false,1650.5546569824,39514,406856,8.8522974214217,200.63.107.118
true,1741139135.8809,elite,3833.1098762462,1717399407.8063,"AS49981 WorldStream B.V.",WorldStream,Naaldwijk,Europe,EU,"The Netherlands",NL,,true,"WorldStream B.V.",51.9968,4.2057,false,Worldstream,true,"South Holland",success,Europe/Amsterdam,2671,1741133364,1741139135.8809,31954,socks4,175.110.112.72:31954,true,633.66103172302,301,64709,0.46300569143209,175.110.112.72
true,1741118575.4893,elite,3133.138544687,1710566634.9327,"AS62206 Pitline Ltd",PITLINE-AS,Kharkiv,Europe,EU,Ukraine,UA,,false,"Pitline ltd",49.982,36.2566,false,,true,"Kharkivs’ka Oblast’",success,Europe/Kyiv,61171,1740683959,1741118575.4893,39316,socks4,185.43.249.148:39316,true,11224.400043488,11631,200300,5.4881069782146,185.43.249.148
true,1741105753.4085,elite,10414.440167673,1718820573.9485,"AS40676 Psychz Networks",AS40676,Ashburn,"North America",NA,"United States",US,,true,"Psychz Networks",39.0469,-77.4903,false,"TELUS Communications Inc.",true,Virginia,success,America/New_York,20149,1740766100,1741105753.4085,47129,socks4,108.181.132.118:47129,true,11403.249979019,528,90831,0.57793977604834,108.181.132.118
true,1741102152.3323,elite,4019.2680047906,1730817614.2787,"AS13638 Metalink Technologies, Inc.",METALINK,Defiance,"North America",NA,"United States",US,,false,"Metalink Technologies, Inc.",41.2879,-84.3555,false,"Metalink Technologies, Inc.",false,Ohio,success,America/New_York,43512,1740939869,1741102152.3323,162,socks4,173.241.48.55:162,true,3403.6726951599,92,20150,0.45450054342456,173.241.48.55
true,1741078882.8236,elite,4260.4195140789,1722554510.4384,"AS266032 T.A.LUIZ ELETRONICO LTDA - ME","T.A.LUIZ ELETRONICO LTDA - ME",Goiânia,"South America",SA,Brazil,BR,,false,"T.A.LUIZ ELETRONICO LTDA - ME",-16.6391,-49.2622,false,"T.A.LUIZ ELETRONICO LTDA - ME",false,Goiás,success,America/Sao_Paulo,74000,1740652994,1741078882.8236,60606,socks4,170.245.248.45:60606,true,4144.6151733398,6203,186830,3.2134401889832,170.245.248.45
true,1741069092.4055,transparent,6281.94259704,1710566886.5129,"AS9340 INDO Internet, PT",INDONET-AS-AP,Jakarta,Asia,AS,Indonesia,ID,,false,"PT IndoInternet",-6.2114,106.8446,false,,true,Jakarta,success,Asia/Jakarta,11730,1740527173,1741069092.4055,8080,http,117.54.156.245:8080,false,4912.3561382294,9531,394928,2.3564811266408,117.54.156.245
true,1741067468.5165,elite,3156.3010215759,1741065301.5452,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,false,"China Telecom (Group)",31.2222,121.4581,false,"Chinanet SH",false,Shanghai,success,Asia/Shanghai,,1741067472,1741067468.5165,2324,http,222.67.12.131:2324,false,3156.3010215759,1,10,9.0909090909091,222.67.12.131
true,1741019661.0826,elite,10522.079853722,1725034317.2731,"AS16509 Amazon.com, Inc.",AMAZON-02,London,Europe,EU,"United Kingdom",GB,,true,"Amazon Technologies Inc.",51.5074,-0.127758,false,"AWS EC2 (eu-west-2)",true,England,success,Europe/London,W1B,1740499217,1741019661.0826,20046,socks4,35.179.75.221:20046,true,11020.972967148,181,39041,0.46147570241191,35.179.75.221
true,1740976139.3853,elite,10987.203262069,1736296434.9148,"AS6939 Hurricane Electric LLC",HURRICANE,Fillmore,"North America",NA,"United States",US,,true,"Hurricane Electric LLC",38.9689,-112.3235,false,"Hurricane Electric",true,Utah,success,America/Denver,84631,1740528680,1740976139.3853,44951,socks4,65.49.68.84:44951,true,10912.154912949,88,17949,0.48788601208627,65.49.68.84
true,1740938789.0974,elite,3107.1802973747,1740916540.1862,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,false,"China Telecom (Group)",31.2222,121.4581,false,"Chinanet SH",false,Shanghai,success,Asia/Shanghai,,1740924530,1740938789.0974,2324,http,222.68.37.224:2324,false,7968.5683250427,4,190,2.0618556701031,222.68.37.224
true,1740904379.3855,elite,2186.9781999027,1740786070.4061,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,false,"China Telecom (Group)",31.2222,121.4581,false,"Chinanet SH",false,Shanghai,success,Asia/Shanghai,,1740895355,1740904379.3855,2324,http,222.68.36.252:2324,false,13422.388553619,17,536,3.0741410488246,222.68.36.252
true,1740870276.4635,elite,1747.2662687302,1740070433.4266,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,false,"China Telecom (Group)",31.2222,121.4581,false,"Chinanet SH",false,Shanghai,success,Asia/Shanghai,,1740505127,1740870276.4635,2324,http,222.68.40.126:2324,false,833.06574821472,10,2238,0.44483985765125,222.68.40.126
true,1740786002.1077,elite,1208.7300419807,1740519811.5027,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,false,"China Telecom (Group)",31.2222,121.4581,false,"Chinanet SH",false,Shanghai,success,Asia/Shanghai,,1740784205,1740786002.1077,1080,http,222.68.37.112:1080,false,949.62382316589,4,564,0.70422535211268,222.68.37.112
true,1740767104.9972,elite,2462.2076566403,1740625514.9801,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,false,"China Telecom (Group)",31.2222,121.4581,false,"Chinanet SH",false,Shanghai,success,Asia/Shanghai,,1740726325,1740767104.9972,2324,http,222.67.10.71:2324,false,6008.3038806915,26,782,3.2178217821782,222.67.10.71
true,1740752968.0136,elite,412.53874852107,1740702130.7242,"AS12586 GHOSTnet GmbH",ASGHOSTNET,"Bad Homburg",Europe,EU,Germany,DE,,true,"GHOSTnet GmbH",50.2411,8.6036,false,"Funknetz Wolff Ehrhardt",true,Hesse,success,Europe/Berlin,61350,1740702130,1740753022.73,49200,http,94.249.221.93:49200,false,60.857534408569,13,281,4.421768707483,94.249.221.93
true,1740687195.1409,elite,7571.8821419538,1710701617.7349,"AS21491 Uganda Telecom",Uganda-Telecom,Kampala,Africa,AF,Uganda,UG,,false,"Uganda Telecom Ltd",0.321,32.5714,false,UTL,true,"Central Region",success,Africa/Kampala,,1740166056,1740687195.1409,34638,http,196.0.111.194:34638,false,12145.695447922,33262,344365,8.8081625519362,196.0.111.194
true,1740662739.1484,anonymous,6560.0857406325,1738016237.961,"AS24835 Vodafone Data",RAYA-AS,"6th of October City",Africa,AF,Egypt,EG,,false,"Vodafone Data",29.9436,30.9171,false,,true,Giza,success,Africa/Cairo,,1740527199,1740662739.1484,1976,http,196.204.83.237:1976,false,335.61539649963,2477,29359,7.780500062822,196.204.83.237
true,1740553007.5984,transparent,6793.4545598725,1722138515.1205,"AS45305 Lintas Data Prima, PT",LDP-AS-ID,Sekadau,Asia,AS,Indonesia,ID,,false,"Lintas Data Prima, PT",0.01667,110.9,false,"CV Redjo Pawiro",true,"West Kalimantan",success,Asia/Pontianak,,1739961145,1740553007.5984,8080,http,103.51.205.20:8080,false,6117.6266670227,22202,244911,8.3118380610453,103.51.205.20
true,1740548319.6484,elite,3449.6417840322,1740488911.8985,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,false,Chinanet,32.0607,118.763,false,"Chinanet JS",false,Jiangsu,success,Asia/Shanghai,210000,1740520031,1740548319.6484,8888,http,49.86.49.241:8888,false,8369.9040412903,3,321,0.92592592592593,49.86.49.241
true,1740531461.7356,transparent,6091.4961316125,1738754855.0751,"AS262186 TV AZTECA SUCURSAL COLOMBIA","TV AZTECA SUCURSAL COLOMBIA",Bogotá,"South America",SA,Colombia,CO,,false,"TV AZTECA SUCURSAL COLOMBIA",4.6913,-74.032,false,"TV AZTECA SUCURSAL COLOMBIA",false,"Bogota D.C.",success,America/Bogota,110111,1739965914,1740531461.7356,999,http,186.96.97.180:999,false,2332.8034877777,2219,22136,9.1110654896325,186.96.97.180
true,1740486455.2002,elite,911.8709564209,1740485071.5334,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Taohua,Asia,AS,China,CN,,false,Chinanet,28.6742,115.91,false,"Chinanet JX",false,Jiangxi,success,Asia/Shanghai,,1740486457,1740486455.2002,2324,http,111.72.193.66:2324,false,911.8709564209,1,4,20,111.72.193.66
true,1740401290.8629,elite,6027.4989133041,1710701936.6056,"AS198279 Albanian Telecommunications Union SH. P.K.",ATU-AL-AS,Elbasan,Europe,EU,Albania,AL,,false,ATU,41.1122,20.0818,false,,true,"Elbasan County",success,Europe/Tirane,,1739922202,1740401290.8629,47464,http,37.26.86.206:47464,false,4115.905046463,35711,431591,7.6419531694707,37.26.86.206
true,1740351137.0383,transparent,6135.934413658,1739114516.4192,"AS142326 PT Fahasa Tri Data",IDNIC-FAHASA-ID-AS-ID,Kudus,Asia,AS,Indonesia,ID,,false,"PT Fahasa Tri Data",-6.8048,110.8374,false,"PT Fahasa Tri Data",false,"Central Java",success,Asia/Jakarta,59332,1740324304,1740351201.0631,8080,http,103.168.254.33:8080,false,9570.4216957092,1417,15199,8.5279248916707,103.168.254.33
true,1740293061.2767,transparent,6268.6887735363,1710560368.5904,"AS4755 TATA Communications formerly VSNL is Leading ISP",TATACOMM-AS,Chennai,Asia,AS,India,IN,,false,"Tata Communications Limited",13.0895,80.2739,false,"Tata Communications Limited",true,"Tamil Nadu",success,Asia/Kolkata,600040,1739922360,1740293061.2767,80,http,14.143.130.210:80,false,753.53074073792,29660,435210,6.3802783573902,14.143.130.210
true,1740244296.6363,transparent,6746.7801558603,1740081100.245,"AS137334 PT Phinisi Media Indonesia",IDNIC-PHINISI-MEDIA-INDONESIA-AS-ID,"Muara Siau",Asia,AS,Indonesia,ID,,false,"PT Phinisi Media Indonesia",-2.273,102.1,false,,false,Jambi,success,Asia/Jakarta,,1740081112,1740244296.6363,8118,http,103.112.144.29:8118,false,2956.4144611359,194,1684,10.330138445154,103.112.144.29
true,1740092753.3772,elite,2753.8956403732,1740056836.8379,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Shenyang,Asia,AS,China,CN,,false,Chinanet,41.8357,123.429,true,"Chinanet LN",false,Liaoning,success,Asia/Shanghai,110000,1740066311,1740092753.3772,1080,http,182.204.182.78:1080,false,976.96280479431,4,363,1.0899182561308,182.204.182.78
true,1740088774.4982,transparent,6142.1222686768,1740056576.6517,"AS270217 JAVIER ALEJANDRO OLVERA GRANADOS","JAVIER ALEJANDRO OLVERA GRANADOS",Ajacuba,"North America",NA,Mexico,MX,,false,"Javier Alejandro Olvera Granados",20.1668,-99.064,false,"Javier Alejandro Olvera Granados",false,Hidalgo,success,America/Mexico_City,42156,1740058410,1740088816.6263,999,http,38.137.252.7:999,false,10171.067237854,59,386,13.258426966292,38.137.252.7
true,1740086461.0757,transparent,5638.1044065085,1739716100.7286,"AS147131 PT Global Sarana Elektronika",IDNIC-GFIBER-AS-ID,Karawang,Asia,AS,Indonesia,ID,,false,"PT Global Sarana Elektronika",-6.3088,107.316,false,"PT Global Sarana Elektronika",false,"West Java",success,Asia/Jakarta,41371,1739716108,1740086461.0757,1565,http,103.176.96.172:1565,false,6584.7969055176,591,4775,11.013790532985,103.176.96.172
true,1740081281.487,elite,670.37223241268,1740065463.2641,"AS5607 Sky UK Limited",BSKYB-BROADBAND-AS,Peacehaven,Europe,EU,"United Kingdom",GB,,false,"Sky UK Limited",50.7912,-0.0054,false,"Sky Broadband",false,England,success,Europe/London,BN10,1740064756,1740081364.4939,80,http,46.64.137.233:80,false,50.596714019775,78,113,40.837696335079,46.64.137.233
true,1740042215.8056,transparent,7043.898413821,1740014400.4437,"AS59147 PT. Drupadi Prima",IDNIC-DRUPADI-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,true,"PT Bandhawa Tri Tirta",-6.22934,106.806,false,,false,Jakarta,success,Asia/Jakarta,,1740014403,1740042215.8056,8021,http,103.52.144.110:8021,false,7922.810792923,41,368,10.024449877751,103.52.144.110
true,1740026856.8673,elite,6706.9602573152,1710702405.2763,"AS28006 CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP","CORPORACION NACIONAL DE TELECOMUNICACIONES",Guayaquil,"South America",SA,Ecuador,EC,,false,"Corporacion Nacional De Telecomunicaciones - CNT EP",-2.2038,-79.8819,false,"Corporacion Nacional De Telecomunicaciones - CNT EP",true,Guayas,success,America/Guayaquil,,1739513873,1740026856.8673,39888,http,190.152.5.17:39888,false,12559.665441513,26441,321042,7.6092931164978,190.152.5.17
true,1740019442.2722,elite,937.05129623413,1740006268.0821,"AS24138 China TieTong Telecommunications Corporation",CTTNET,Beijing,Asia,AS,China,CN,,false,"China TieTong Telecommunications Corporation",39.911,116.395,false,"North Star Information Hi.tech Ltd. Co",false,Beijing,success,Asia/Shanghai,,1740019444,1740019442.2722,3389,http,111.132.16.13:3389,false,937.05129623413,1,57,1.7241379310345,111.132.16.13
true,1739957086.5846,transparent,6365.3788686319,1739618098.1837,"AS147131 PT Global Sarana Elektronika",IDNIC-GFIBER-AS-ID,Karawang,Asia,AS,Indonesia,ID,,false,"PT Global Sarana Elektronika",-6.3088,107.316,false,"PT Global Sarana Elektronika",true,"West Java",success,Asia/Jakarta,41371,1739618099,1739957086.5846,8082,http,103.176.96.185:8082,false,6864.3438816071,458,4341,9.54365492811,103.176.96.185
true,1739943429.2254,transparent,5163.748838175,1739712038.4654,"AS206495 Gostaresh Ertebat Azin Kia Company PJSC",IR-RESANEHPARDAZ,Tehran,Asia,AS,Iran,IR,,false,"Gostaresh Ertebat Azin Kia Company PJSC",35.7219,51.3347,false,Resaneh1,false,Tehran,success,Asia/Tehran,,1739712677,1739943429.2254,7060,http,194.150.71.0:7060,false,863.97886276245,489,2868,14.566577301162,194.150.71.0
true,1739883148.2512,elite,2376.8603950739,1739640647.0231,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,false,"China Telecom (Group)",31.2222,121.4581,false,"Chinanet SH",false,Shanghai,success,Asia/Shanghai,,1739868335,1739883148.2512,1080,http,222.68.37.75:1080,false,7907.3147773743,16,664,2.3529411764706,222.68.37.75
true,1739866664.6233,elite,4850.6627351156,1738402189.653,"AS142343 Dinas Kominfo Kabupaten Rembang",IDNIC-DINKOMINFOKABREMBANG-AS-ID,Rembang,Asia,AS,Indonesia,ID,,false,"Dinas Kominfo Kabupaten Rembang",-6.70618,111.35,false,"Dinas Kominfo Kabupaten Rembang",true,"Central Java",success,Asia/Jakarta,,1739614716,1739866664.6233,8081,http,103.169.139.13:8081,false,10372.288942337,1084,16029,6.3343656869047,103.169.139.13
true,1739793909.6275,elite,4316.3046253764,1738858672.9447,"AS38744 AlwaysOn Network Bangladesh Ltd",AONB-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,,false,"Always On Network Bangladesh Ltd.",23.7529,90.4267,false,"Always On Network Bangladesh Ltd",false,"Dhaka Division",success,Asia/Dhaka,1219,1739463507,1739793909.6275,39930,http,49.0.43.238:39930,false,6436.4626407623,368,6915,5.0528628312509,49.0.43.238
true,1739792468.5983,transparent,5505.8260296986,1737064479.8649,"AS152435 PT Konnek Jaya Bersama",IDNIC-KONNEK-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,false,"PT Konnek Jaya Bersama",-6.20876,106.846,false,"PT Konnek Jaya Bersama",true,Jakarta,success,Asia/Jakarta,,1739484009,1739792468.5983,1111,http,157.20.98.74:1111,false,5374.0873336792,3988,31410,11.266173230126,157.20.98.74
true,1739758245.7701,elite,2531.8715572357,1739729375.2475,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,false,Chinanet,32.0607,118.763,false,"Chinanet JS",false,Jiangsu,success,Asia/Shanghai,210000,1739733203,1739758245.7701,8888,http,49.71.105.203:8888,false,4848.9580154419,6,310,1.8987341772152,49.71.105.203
true,1739757025.7352,transparent,7316.5663212021,1739713823.9213,"AS55933 Cloudie Limited",CLOUDIE-AS-AP,"Sha Tin Wai",Asia,AS,"Hong Kong",HK,,true,"Cloudie Limited",22.3771,114.197,false,"YISUHUTONG Network Technology Co., Ltd.",false,"Sha Tin",success,Asia/Hong_Kong,,1739713825,1739757107.1002,3128,http,45.119.55.157:3128,false,7291.0017967224,346,280,55.271565495208,45.119.55.157
true,1739744869.9706,transparent,5590.1781619926,1714696877.2585,"AS27947 Telconet S.A","Telconet S.A","Puerto Limón","South America",SA,Ecuador,EC,,false,"Telconet S.A",-0.3881,-79.3733,false,"Telconet S.A",true,"Santo Domingo de los Tsáchilas",success,America/Guayaquil,,1739321200,1739744869.9706,999,http,190.95.132.189:999,false,538.76781463623,17689,172076,9.3215292598741,190.95.132.189
true,1739743407.6964,transparent,5991.5920332966,1737740831.9008,"AS138109 PT. Rasi Bintang Perkasa",RASIBINTANG-AS-ID,Klaten,Asia,AS,Indonesia,ID,,false,"PT. Rasi Bintang Perkasa",-7.7049,110.6019,false,Rasibintang,true,"Central Java",success,Asia/Jakarta,33178,1739555549,1739743407.6964,8081,http,103.126.87.144:8081,false,6063.20977211,2808,22173,11.240542812538,103.126.87.144
true,1739737860.553,transparent,8907.2130734864,1738625270.2932,"AS37403 Info-Gro (PTY) Ltd",INFOGRO,Brits,Africa,AF,"South Africa",ZA,,false,"Info-Gro (PTY) Ltd",-25.6356,27.7849,false,"Infogro DSL",false,"North West",success,Africa/Johannesburg,0250,1739230161,1739737860.553,8083,http,196.251.222.233:8083,false,9730.2796840668,383,13388,2.7812068840317,196.251.222.233
true,1739723301.8341,elite,2623.514354229,1739588556.8181,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,false,"China Telecom (Group)",31.2222,121.4581,false,"Chinanet SH",false,Shanghai,success,Asia/Shanghai,,1739690390,1739723301.8341,1080,http,222.67.8.254:1080,false,6760.9839439392,4,667,0.59612518628912,222.67.8.254
true,1739696576.4251,transparent,5323.9888759988,1736975577.6704,"AS141674 PT Data Arta Sedaya",IDNIC-DARTANET-AS-ID,Ngawi,Asia,AS,Indonesia,ID,,false,"PT Data Arta Sedaya",-7.4026,111.4441,false,"Amandanet, CV",true,"East Java",success,Asia/Jakarta,63281,1739395043,1739696576.4251,1080,http,103.171.245.165:1080,false,9050.9326457977,2968,32620,8.3398898505114,103.171.245.165
true,1739613729.4921,elite,1926.0585692621,1737896563.9844,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Shanghai,Asia,AS,China,CN,,false,Chinanet,31.2222,121.4581,false,"Chinanet SC",true,Shanghai,success,Asia/Shanghai,,1739317343,1739613729.4921,2324,http,118.113.245.112:2324,false,1032.6581001282,341,10681,3.0938123752495,118.113.245.112
true,1739593045.6624,elite,1583.1875214811,1739167517.8153,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,false,"China Telecom (Group)",31.2222,121.4581,false,"Chinanet SH",false,Shanghai,success,Asia/Shanghai,,1739227814,1739593045.6624,1080,http,114.91.25.59:1080,false,771.41427993774,61,2941,2.0319786808794,114.91.25.59
true,1739530617.359,anonymous,4075.4197820639,1739385332.8796,"AS24835 Vodafone Data",RAYA-AS,"6th of October City",Africa,AF,Egypt,EG,,false,"Vodafone Data",29.9436,30.9171,false,,false,Giza,success,Africa/Cairo,,1739384346,1739530617.359,1976,http,196.204.83.228:1976,false,304.45408821106,312,1800,14.772727272727,196.204.83.228
true,1739515200.7126,elite,1763.7412914863,1739512023.4555,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,false,"China Telecom (Group)",31.2222,121.4581,false,"Chinanet SH",false,Shanghai,success,Asia/Shanghai,,1739512273,1739515200.7126,2324,http,222.68.40.59:2324,false,8015.4860019684,13,30,30.232558139535,222.68.40.59
true,1739511947.3572,transparent,5999.0505134425,1738514061.3987,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.","Santa Catalina","South America",SA,Colombia,CO,,false,"IFX NETWORKS COLOMBIA",10.6036,-75.2882,false,"UFINET COLOMBIA, S. A",false,"Departamento de Bolívar",success,America/Bogota,,1739120263,1739511947.3572,999,http,190.60.44.234:999,false,3606.8074703217,1259,10426,10.774497218656,190.60.44.234
true,1739504997.7163,transparent,7154.210005566,1736882419.5129,"AS265767 GRUPO INMA S.A","GRUPO INMA S.A","Santa Rosa de Copán","North America",NA,Honduras,HN,,false,"Grupo Inma S.A",14.7705,-88.7846,false,"Diser Solution",true,"Copán Department",success,America/Tegucigalpa,,1738958156,1739504997.7163,999,http,164.163.73.69:999,false,10831.66217804,1306,12081,9.7557331739748,164.163.73.69
true,1739498318.8804,transparent,6127.3509270367,1739380024.8928,"AS7713 PT Telekomunikasi Indonesia",telkomnet-as-ap,Jakarta,Asia,AS,Indonesia,ID,,false,"PT. Telekomunikasi Indonesia",-6.2114,106.8446,false,"Telekomunikasi Indonesia",false,Jakarta,success,Asia/Jakarta,11730,1739380353,1739498318.8804,8080,http,36.90.25.181:8080,false,10017.005681992,187,1523,10.93567251462,36.90.25.181
true,1739491892.4743,transparent,6571.0782703101,1711110719.4798,"AS4788 TM TECHNOLOGY SERVICES SDN. BHD.",TTSSB-MY,"Kota Kinabalu",Asia,AS,Malaysia,MY,,false,"TM TECHNOLOGY SERVICES SDN BHD",5.9342,116.0802,false,"Unifi Home",true,Sabah,success,Asia/Kuching,88300,1739317409,1739491892.4743,8080,http,180.74.171.206:8080,false,2111.2549304962,23772,273228,8.0040404040404,180.74.171.206
true,1739445670.8188,transparent,5562.1777254498,1739114020.5587,"AS138810 PT Global Media Pratama Solusindo",GLOSINDO-AS-ID,Depok,Asia,AS,Indonesia,ID,,false,"PT GLOBAL MEDIA PRATAMA SOLUSINDO",-7.75054,110.445,false,,false,Yogyakarta,success,Asia/Jakarta,,1739114022,1739445670.8188,8080,http,103.134.222.186:8080,false,487.43963241577,499,4359,10.271716755867,103.134.222.186
true,1739432666.7917,transparent,5630.9661339619,1732904208.8433,"AS139460 PT Maxindo Mitra Solusi",MMS-AS-ID,Surabaya,Asia,AS,Indonesia,ID,,false,"PT Maxindo Mitra Solusi",-7.2523,112.7572,false,"Yayasan Indonesia Memberi Solusi",true,"East Java",success,Asia/Jakarta,60112,1738952717,1739432666.7917,57413,http,103.235.152.170:57413,false,638.30828666687,10149,79505,11.320186494746,103.235.152.170
true,1739431716.5001,anonymous,7259.4449122747,1739420821.2619,"AS211407 AS Perwira Media",AS_Perwira_Media,Singapore,Asia,AS,Singapore,SG,"Downtown Core",false,"PT Perwira Media Solusi",1.29556,103.859,false,"PT Perwira Media Solusi",true,"Central Singapore",success,Asia/Singapore,038989,1739421142,1739431824.4444,9999,http,45.149.93.123:9999,false,9433.530330658,18,138,11.538461538462,45.149.93.123
true,1739416103.3998,elite,1478.5647392273,1738703965.9107,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,false,"China Telecom (Group)",31.2222,121.4581,false,"Chinanet SH",false,Shanghai,success,Asia/Shanghai,,1738960933,1739416103.3998,1080,http,222.70.146.212:1080,false,799.93271827698,10,3104,0.32113037893385,222.70.146.212
true,1739415007.3916,transparent,5872.4153120879,1735580001.888,"AS138823 PT. Trimitra Usaha Sejahtera",TUSNETWORK-AS-ID,"Bandar Lampung",Asia,AS,Indonesia,ID,,false,"PT. Trimitra Usaha Sejahtera",-5.4291,105.2615,false,,true,Lampung,success,Asia/Jakarta,35362,1739317446,1739415007.3916,8070,http,203.161.30.139:8070,false,15183.371067047,2383,48966,4.6407914467662,203.161.30.139
true,1739406676.6346,transparent,5605.646950858,1738916783.0129,"AS45302 PT DES Teknologi Informasi",DESNET-AS-ID,Semarang,Asia,AS,Indonesia,ID,,false,"PT DES Teknologi Informasi",-7.00515,110.438,false,,false,"Central Java",success,Asia/Jakarta,,1738916798,1739406676.6346,8080,http,103.30.181.182:8080,false,5095.0696468353,553,6410,7.9419790320264,103.30.181.182
true,1739290405.4591,anonymous,7126.3244718313,1739243190.7592,"AS139989 CV Atha Media Prima",IDNIC-ATHAMEDIANET-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,false,"CV Atha Media Prima",-6.2114,106.8446,false,"Mozfactor Digest Indonesia",true,Jakarta,success,Asia/Jakarta,11730,1739243364,1739290405.4591,8080,http,141.11.241.127:8080,false,1853.8596630096,80,629,11.283497884344,141.11.241.127
true,1739256197.5416,transparent,6820.1206039046,1710578463.7918,"AS59131 Universitas Katolik Soegijapranata",IDNIC-UNIKA-AS-ID,"Kuningan Barat",Asia,AS,Indonesia,ID,,false,"Universitas Katolik Soegijapranata",-6.23846,106.824,false,"Indonesia Network Information Center",true,Jakarta,success,Asia/Jakarta,,1738713727,1739256197.5416,8080,http,103.243.177.129:8080,false,824.134349823,21151,412816,4.8738728981697,103.243.177.129
true,1739249117.6171,elite,1144.0217208862,1739114290.0419,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,false,"China Telecom (Group)",31.2222,121.4581,false,"Chinanet SH",false,Shanghai,success,Asia/Shanghai,,1739134764,1739249117.6171,1080,http,222.67.12.40:1080,false,809.32283401489,25,1047,2.3320895522388,222.67.12.40
true,1739239013.5272,elite,945.91506322225,1739111412.1403,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,false,"China Telecom (Group)",31.2222,121.4581,false,"Chinanet SH",false,Shanghai,success,Asia/Shanghai,,1739237738,1739239013.5272,1080,http,222.67.12.185:1080,false,758.50343704224,6,467,1.2684989429175,222.67.12.185
true,1739229000.8687,elite,986.7057970592,1738615385.6962,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,false,"China Telecom (Group)",31.2222,121.4581,false,"Chinanet SH",false,Shanghai,success,Asia/Shanghai,,1739220625,1739229000.8687,1080,http,114.91.24.229:1080,false,884.23275947571,14,3116,0.44728434504792,114.91.24.229
true,1739194291.8199,transparent,7503.022085667,1720453684.0247,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.",Portoviejo,"South America",SA,Ecuador,EC,,false,"Ufinet Panama S.A.",-1.0541,-80.4486,false,"Negocios Y Telefonia Nedetel S.A",true,Manabí,success,America/Guayaquil,,1739014993,1739194291.8199,999,http,45.70.236.194:999,false,7175.094127655,19452,130760,12.949697760498,45.70.236.194
true,1739171072.5016,elite,2983.1126562529,1738986138.9408,"AS212607 Saeid Shahrokhi",POTENTING-AS,Tehran,Asia,AS,Iran,IR,,false,"Saeid Shahrokhi",35.6824,51.4158,false,"Saeid Shahrokhi",false,Tehran,success,Asia/Tehran,,1738986139,1739171195.3247,80,http,5.10.248.107:80,false,8854.8083305359,1838,831,68.864743349569,5.10.248.107
